"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"POLDIP2"	10084.9766111744	-0.132245827311822	0.0486537798458853	-2.71809975978682	0.00656580385449552	0.0309311043780807	TRUE	FALSE	FALSE
"PLXND1"	22205.2958606015	-0.0331270437397338	0.0506213388117353	-0.654408684506269	0.512848540789924	0.712496289979473	FALSE	FALSE	FALSE
"AK2"	8699.95820217313	-0.126043100656585	0.0586599472472233	-2.14870804648656	0.0316575504472011	0.106284139798319	FALSE	FALSE	FALSE
"FKBP4"	29883.4210729391	-0.335368005795311	0.0576258403813322	-5.81975036851615	5.89355816512129e-09	1.5803931505194e-07	TRUE	FALSE	FALSE
"KDM1A"	22523.6533889931	-0.113694921288839	0.0392518317838718	-2.89655071169328	0.00377289658647597	0.0197278023251605	TRUE	FALSE	FALSE
"RBM6"	5989.3970584817	0.230845305923407	0.0585049812803139	3.94573762561109	7.95546905885353e-05	0.00075691063189545	TRUE	FALSE	FALSE
"CAMKK1"	71.3986946757832	0.753406798593726	0.256856251636943	2.93318458784737	0.00335504357097621	0.0179426021808501	TRUE	FALSE	FALSE
"RECQL"	3858.58104638977	0.0682620348609804	0.0767108427146583	0.889861621190827	0.37354019381608	0.595026741160514	FALSE	FALSE	FALSE
"VPS50"	1125.18288239159	-0.0471363455978495	0.0856970918164338	-0.550034366379867	0.582295802321875	0.766220414500682	FALSE	FALSE	FALSE
"ARHGAP33"	725.375015508893	0.21111511995262	0.0840888487914856	2.51061969555702	0.0120519456484737	0.0498342153290452	TRUE	FALSE	FALSE
"NDUFAB1"	5343.17761179339	0.0178721260508139	0.0605399112486684	0.295212293546384	0.767831711388981	0.882476655347358	FALSE	FALSE	FALSE
"ZMYND10"	31.8153599874905	0.0983240975918794	0.445709792017482	0.220601161008423	0.825402996977963	0.91278359624683	FALSE	FALSE	FALSE
"SLC25A13"	7316.21022431966	-0.0820296681813961	0.0474960886100449	-1.72708259947215	0.0841528301576878	0.219254307349929	FALSE	FALSE	FALSE
"ST7"	1866.7797318623	-0.0800578571522706	0.0743803783793484	-1.07633032926999	0.281779549064159	0.500415621476197	FALSE	FALSE	FALSE
"CDC27"	9632.06461224181	0.00415353103441364	0.0518929430313027	0.08004038298441	0.936205138006411	0.969737914244802	FALSE	FALSE	FALSE
"HCCS"	967.747686871279	-0.0711847740967098	0.0743523166853208	-0.95739819914399	0.33836630707424	0.560763490207707	FALSE	FALSE	FALSE
"DVL2"	6236.67704149769	-0.0427700242377663	0.0495700168445089	-0.862820449949154	0.388236193667614	0.607834802590993	FALSE	FALSE	FALSE
"PRSS22"	10228.4379298452	-0.738413525744137	0.0521026937842222	-14.172271568188	1.36028130869732e-45	1.28580590704614e-42	TRUE	FALSE	FALSE
"UPF1"	21252.0660812581	-0.0632212065525963	0.0486713712655947	-1.29894031971289	0.193964411219438	0.392559382732413	FALSE	FALSE	FALSE
"SKAP2"	1876.86735703663	0.178486516790306	0.0612345681648807	2.91479995922747	0.00355916595841028	0.0188054869881907	TRUE	FALSE	FALSE
"SLC25A5"	41708.3453364154	0.180143496381499	0.0445231468001947	4.0460638864976	5.20860235771704e-05	0.000527133980581588	TRUE	FALSE	FALSE
"MCUB"	2127.3670061469	0.0493232151801169	0.0580661947334327	0.849430816097858	0.395641611835111	0.613430280366881	FALSE	FALSE	FALSE
"POLR2J"	3629.5023163626	-0.00348720457174414	0.0899058309138304	-0.038787301516477	0.969059969138691	0.98553331091328	FALSE	FALSE	FALSE
"DHX33"	5789.70585739891	-0.0597729871338466	0.0516361401679746	-1.15758046475593	0.247035285146671	0.459305325020428	FALSE	FALSE	FALSE
"LIG3"	6724.89204998769	-0.0880018576680455	0.0461609535891669	-1.90641333910177	0.0565965994367383	0.164338252611287	FALSE	FALSE	FALSE
"RPAP3"	1657.11951867244	0.0736331502390052	0.0785946232734324	0.936872615100321	0.348824087196776	0.571597414271912	FALSE	FALSE	FALSE
"ACSM3"	271.671467327051	0.165446320368668	0.136065192705593	1.21593419359386	0.224009991156308	0.430984919744182	FALSE	FALSE	FALSE
"AC004381.6"	230.830866173823	-0.0198604777161615	0.140683630602843	-0.141171205427791	0.887734692975498	0.945110486274657	FALSE	FALSE	FALSE
