"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"NRN1"	-0.637204561615662	7.79037994375832	-7.31924299463562	6.94915829182242e-07	0.000119889600658563	6.11735427985575	TRUE	FALSE	FALSE
"FANCL"	0.657418123588393	4.69535314043702	7.27936665885031	7.50220237774898e-07	0.000126433116231728	6.1080581920655	TRUE	FALSE	FALSE
"STBD1"	-0.52789699223866	6.27170653302033	-7.26494372875547	7.71330297917312e-07	0.000128038501122951	6.04266620651074	TRUE	FALSE	FALSE
"UCA1"	-0.731003480039703	4.05633198921528	-7.23178801618508	8.22226038081243e-07	0.000133771119539352	6.0279622486845	TRUE	FALSE	FALSE
"IRF2BP2"	-0.495535462126376	7.76939436978841	-7.26455877276116	7.71902100190583e-07	0.000128038501122951	6.0137390510937	TRUE	FALSE	FALSE
"COL27A1"	-0.477016474672296	7.17141714825506	-7.25590796785646	7.84868290560178e-07	0.000129172151632349	6.00678985005445	TRUE	FALSE	FALSE
"LONP1"	-0.467277475040278	7.20588232273655	-7.22972075275289	8.25512462741656e-07	0.000133771119539352	5.95849973241225	TRUE	FALSE	FALSE
"TMPRSS4"	-0.887672705357835	2.23730092152329	-7.29950979472014	7.21735185284306e-07	0.000122613495267735	5.95579444892485	TRUE	FALSE	FALSE
"DENND1A"	-0.460631413329756	7.45481181345805	-7.18994304438414	8.91470725094454e-07	0.000142270623445756	5.87562076339388	TRUE	FALSE	FALSE
"RP11-214O1.2"	-1.28705184474607	3.08015323419294	-7.20188380931449	8.71116065714286e-07	0.000140083443056009	5.83717936937512	TRUE	TRUE	FALSE
"TGM2"	-0.711541515182216	2.93801546836298	-7.12699342090965	1.00722789937641e-06	0.000157758511855023	5.79742801303414	TRUE	FALSE	FALSE
"STK24"	-0.50215201071256	7.8083568523681	-7.15140888154165	9.60584623006285e-07	0.000152147937355266	5.79364260185057	TRUE	FALSE	FALSE
