SYMBOL	CTRL_R1	CTRL_R2	CTRL_R3	DMSO	SMZ_R1	SMZ_R2	SMZ_R3	TMP_R1	TMP_R2	TMP_R3	CTX_R1	CTX_R2	CTX_R3
ATP6V0D1	3343.164937	3179.537884	3374.541804	3589.919073	4179.874092	3596.751616	4170.274345	3470.042167	3347.0941	3478.010525	3216.691857	3307.172324	3329.416598
ZFYVE28	96.85378992	106.1484054	110.0170545	106.9446816	191.2013562	105.0998849	131.9086564	126.6754863	113.9536615	147.2773187	124.3246015	100.3310005	67.94727751
CARMIL2	2193.453478	2185.870867	2188.00273	1990.882193	1750.023524	1861.011093	1821.765497	1496.286513	1629.144416	1536.026907	1714.02184	1664.3694	1934.070721
C16orf86	123.061286	132.6855067	107.960661	136.033635	167.3011867	167.7351698	180.9287651	103.9388605	117.0972108	131.2278673	105.261496	118.1467856	126.1878011
RGS12	207.3810561	194.6054099	181.9908285	239.5560869	274.8519495	253.7259847	274.5126092	168.9006484	201.1871542	163.3267701	204.7211772	210.9764029	174.7215707
PSKH1	3410.392861	3153.983638	3177.128024	3569.385694	4292.736004	4153.037876	4062.430106	4423.897751	4024.528971	4229.502485	3438.818478	3862.274682	3815.967639
ZYX	5455.717013	4857.272402	4929.175322	4141.753631	4432.153659	3765.548401	4366.35478	5099.500345	4758.547728	4816.723589	4285.88343	4948.099902	4494.22707
ABR	128.7585678	200.5025435	459.6039568	124.0558307	196.512505	312.1148097	182.7113145	257.6817584	369.3670408	513.5824446	134.2705696	171.594141	379.7767475
TCAF2P1	121.9218297	98.28556055	101.7914804	87.26686022	58.42263661	66.88174493	98.04021756	88.78111004	95.87825316	90.6321961	95.31552783	123.772823	82.50740841
LYPD5	943.4698594	893.4157454	806.1062688	955.6576752	1098.080011	1069.046304	1061.508174	963.5998529	921.0599402	880.8316558	953.1552783	949.8626493	924.5683119
CCDC117	2707.348292	2783.447075	2659.945048	2786.550625	2980.882254	3188.029842	3177.394324	2780.364519	2625.649539	2606.619723	2928.258781	2831.772163	2812.531951
ZNF230	248.4014847	228.0225005	300.2334573	338.8007514	323.9800757	346.0864896	337.7931132	206.7950246	284.4912102	289.8342104	298.3790436	292.5539453	283.9225525
CCDC107	265.49333	284.04527	294.0642766	300.3006661	351.8636069	313.1764247	354.7273326	317.2300639	373.2964775	317.2126863	256.9375098	272.8628144	294.8426506
NPR2	43.29934137	45.21135785	19.53573866	75.28905588	82.32280613	69.00497493	58.82413054	33.56359038	28.29194355	33.98707354	33.15322707	40.31993477	37.61367148
ZNF890P	9.115650816	3.931422422	4.112787086	6.844459625	5.311148783	1.061614999	8.021472346	4.330785856	2.357661963	8.496768384	4.144153384	2.813018705	10.92009817
ZNF221	33.04423421	26.53710135	25.70491929	37.64452794	21.24459513	69.00497493	53.4764823	45.47325148	42.43791533	53.81286643	37.29738046	35.63157026	53.38714662
ZNF233	5.69728176	9.828556055	12.33836126	27.3778385	10.62229757	19.10906998	6.238922936	5.413482319	21.21895767	21.71396365	14.09012151	18.75345803	26.69357331
ZNF235	117.3640043	141.5312072	150.1167286	192.500427	159.3344635	184.7210098	193.406611	176.4795236	194.1141683	236.021344	169.9102887	205.3503654	232.9620943
GNE	10431.7229	10279.68678	10258.31919	9310.176205	7608.220631	7956.804416	7940.366348	9141.206245	8617.254474	8413.688871	10029.68002	9669.282961	9493.205344
TNFRSF13C	111.6667225	121.8740951	115.1580384	160.8448012	212.4459513	208.0765398	168.4509193	162.4044696	172.1093233	171.8235384	116.0362948	130.3365333	171.081538
ARHGAP35	5129.832496	4940.815129	4686.520884	4544.721191	4187.840815	5133.970134	4886.859208	5147.138989	5007.674009	4745.917185	4963.866923	5218.149697	4832.750113
CALM3	21089.05816	19842.87182	19025.75306	22342.88289	24610.53567	22805.61341	23663.34342	20548.49619	19299.03494	18282.21331	20829.34374	21212.97405	20006.8332
DFFA	2829.270122	2856.178389	2608.535209	2790.828412	2501.551077	2812.218132	2841.38376	3241.593213	3047.671031	2928.552836	2760.834984	3056.813659	2882.905917
CCDC28B	159.5238893	113.0283946	99.73508683	168.5448183	317.3411398	273.8966697	238.861621	113.6831287	149.318591	117.0665866	153.3336752	161.2797391	111.6276702
IQCC	463.7587352	495.3592252	516.1547793	462.8565821	495.264624	503.2055095	473.2668684	582.4906976	503.7537727	577.7802501	450.0550575	474.4624882	537.5114989
TMEM234	504.7791639	442.2850225	487.3652697	443.1787607	476.6756033	432.0773045	450.9850008	550.0098037	544.6199134	630.6490312	487.352438	478.2131798	469.5642214
BSDC1	5238.08085	5464.677166	5373.356327	5297.61175	5572.72286	5701.934159	5485.79581	5801.087654	5682.751218	5379.398473	5417.237304	5743.246522	5609.290428
ZBTB8A	679.1159858	712.570314	788.6269237	722.0904904	512.5258575	642.2770743	600.7191512	644.204396	579.1989555	639.1457996	667.2086948	661.9970685	692.8195618
ATAD3B	2559.218966	2449.276169	2335.034868	2618.861364	2720.635964	2582.909292	2485.765152	2310.474254	2429.963596	2212.936121	2236.185166	2353.558983	2500.702481
SSU72	5153.76108	4945.729407	5067.981886	4691.021516	5260.692869	4301.663975	4601.651302	5028.042378	4389.966575	4255.936875	5049.236483	4709.930985	5020.818471
UBE2J2	3040.069547	2817.847021	2975.601456	2824.195153	2635.657583	2497.980092	2781.668355	2976.332579	2830.76613	2802.989481	2672.150102	2726.752798	3015.16044
ZNF362	3575.614032	3555.971581	3401.27492	3265.662799	3067.188422	3466.172971	3351.192891	3695.243031	3477.551395	3594.133027	3067.502335	3256.537987	3380.377056
FNDC5	10.25510717	5.897133633	3.084590314	3.422229813	6.638935978	3.184844997	8.912747051	9.744268175	7.072985889	3.776341504	4.144153384	3.750691606	3.640032724
CPAMD8	3123.249861	3040.955243	2948.86834	2884.939732	2879.970427	3301.622646	3115.005094	2505.359617	2588.712835	2572.63265	2522.96058	2628.297143	2787.051722
NR2F6	10413.4916	11273.35379	10358.05428	11619.32577	12206.34769	11847.62339	12115.09707	10450.18627	11137.59511	10261.26395	10084.38284	10976.39899	10918.88483
ANKLE1	316.7688658	310.5823713	393.7993635	415.8009222	507.2147088	520.1913494	476.8319672	256.5990619	311.2113791	331.373967	341.4782388	368.5054503	365.2166166
CCDC58	1237.449598	1239.380918	1325.345638	1294.458427	1161.813796	1131.681589	1106.963184	1059.959838	1138.750728	1189.547574	1332.759728	1245.229613	1151.463685
VMA21	4157.876228	4337.341787	4064.461837	4344.520747	4404.270128	4275.1236	4481.329217	4184.621833	4371.105279	3915.122054	4240.297742	4511.144329	4247.918189
KALRN	436.4117828	386.2622529	428.7580537	384.1452965	333.2745861	358.8258696	365.4226291	328.0570286	312.7831537	258.679393	411.9288464	414.4514225	339.7363876
CILP2	68.36738112	84.52558207	79.1711514	82.1335155	106.2229757	77.49789492	104.2791405	71.45796662	80.16050674	69.86231783	67.13528482	72.20081342	72.80065448
FAM86C2P	109.3878098	75.67988162	93.5659062	124.9113882	90.28952931	106.1614999	105.1704152	119.096611	107.666563	154.8300017	108.5768187	102.2063463	134.6812108
ABCG1	3.418369056	0.982855605	2.056393543	0	0	2.123229998	4.456373525	0	0	0.944085376	0.828830677	0.937672902	1.213344241
TFF1	282.5851753	178.8797202	207.6957478	159.1336863	164.6456123	112.5311899	117.6482611	90.94650297	78.5887321	91.57628148	210.5229919	150.0276642	150.4546859
TMPRSS3	2.278912704	0	4.112787086	0.855557453	5.311148783	2.123229998	8.021472346	2.165392928	4.715323926	4.72042688	0.828830677	9.376729016	1.213344241
RSPH1	3.418369056	2.948566816	4.112787086	1.711114906	2.655574391	1.061614999	8.912747051	1.082696464	8.644760531	0.944085376	1.657661354	0.937672902	4.853376965
SLC37A1	816.9902043	726.3302924	631.3128177	924.0020494	1094.096649	1186.885569	1181.830259	901.8861544	840.1135461	822.2983625	750.0917625	788.5829102	723.1531678
PDE9A	197.1259489	202.4682547	178.9062382	183.9448524	196.512505	216.5694598	215.6884786	290.1626523	259.3428159	242.6299416	242.8473883	227.8545151	208.6952095
WDR4	1498.385103	1530.306178	1453.870235	1405.680896	1472.516	1246.336009	1418.90933	1459.474833	1380.018136	1391.581844	1353.480495	1418.6991	1515.466957
NDUFV3	2514.780169	2412.910511	2407.008642	2423.794265	2629.018647	2240.007648	2364.551793	2565.990619	2694.021736	2722.742224	2475.717232	2477.331806	2391.5015
PKNOX1	2397.416165	2190.785145	2494.405367	2071.304594	2002.303091	1971.419053	2075.778788	2308.308861	2329.370019	2369.654294	2251.104118	2252.29031	2253.180256
CBS	3411.532318	3544.177313	4039.785115	2324.5496	2350.183336	1939.570603	2458.135637	3814.339642	3114.471453	3254.262291	3463.683398	2689.245882	3277.242796
U2AF1	760.0173868	733.2102817	759.8374141	669.9014858	483.3145392	529.7458844	564.1768883	675.6025935	676.6489833	872.3348875	769.9836987	691.0649284	695.2462503
HSF2BP	136.7347622	163.1540305	135.7219738	140.3114223	143.4010171	134.8251049	122.1046346	128.8408792	150.1044783	152.9418309	144.2165378	144.4016268	148.0279974
RRP1B	5953.659439	5533.477059	5757.90192	4738.932733	4271.491409	4385.53156	4700.582795	5225.093135	4805.700968	4855.431089	5138.750196	5590.405839	5144.579583
PDXK	5566.244279	5409.637253	5693.125523	5041.800071	5442.599715	5374.956739	5304.867045	5688.487221	5352.678543	5683.393964	5476.913112	5361.613651	5423.648759
G6PD	2994.491293	2865.02409	2767.905709	2878.095272	2980.882254	2881.223107	2985.770262	2950.347864	2695.593511	2605.675638	2702.816837	2918.975743	2739.731297
CSTB	17610.29792	16228.91176	18014.00744	15727.71266	16787.21352	13972.97661	15568.78655	16673.52554	15628.15526	18316.20038	16396.75728	17131.28391	18189.24352
RRP1	3314.678528	3445.891753	3545.222468	2748.906097	2646.279881	2405.619587	2574.892623	2977.415276	2934.503256	3087.15918	2937.375919	3052.125295	3049.134078
AGPAT3	110.5272661	89.4398601	75.05836431	151.4336692	216.4293129	219.7543048	224.6012257	107.1869499	89.59115459	74.58274471	101.1173426	114.396094	78.86737569
TRAPPC10	1482.432714	1395.65496	1471.34958	1477.547722	1092.768862	1581.806348	1513.384449	1714.991199	1618.141994	1595.504285	1413.985135	1361.501053	1440.239614
C21orf33	1509.779666	1506.717643	1295.527932	1495.514428	1795.168289	1607.285108	1479.51601	1670.600644	1551.341572	1536.970992	1498.525864	1453.392997	1731.442232
ICOSLG	607.3302356	572.0219624	562.423634	561.2456893	663.8935978	666.6942193	535.6560978	763.301007	621.6368709	666.5242755	620.7941769	646.9943021	584.8319243
C21orf2	2244.729013	2288.08785	2239.412568	1871.959707	1927.947008	1725.124373	1770.071564	2233.602805	2538.416047	2468.783258	1970.959349	2256.041001	2356.314517
ZNF66	180.0341036	155.2911857	169.6524673	187.3670822	124.8119964	209.1381548	163.9945457	133.1716651	158.7492388	154.8300017	154.9913366	175.3448326	178.3616035
LRRC3	4447.298142	4610.575645	3933.880847	4178.542601	4251.574601	4562.821265	4135.514632	3860.89559	3605.651029	3265.591316	4240.297742	4120.134729	4039.222979
ITGB2	76.34357558	77.64559283	67.86098691	82.98907295	77.01165735	88.11404491	85.56237169	89.8638065	69.94397157	57.58920794	72.10826888	75.95150503	81.29406417
FAM207A	1567.89194	1361.255014	1357.219738	1155.002562	1232.186518	1075.415994	1229.959093	1537.428979	1266.064474	1406.68721	1256.507306	1238.665903	1243.677847
RALGDS	10856.74012	11022.72562	10411.52051	8847.319623	8122.074276	8347.478736	8312.0279	8555.467458	9402.355908	8594.953263	9715.553193	9914.953261	9460.44505
FTCD	1.139456352	2.948566816	0	2.566672359	9.29451037	9.55453499	1.78254941	1.082696464	0	0	0.828830677	2.813018705	2.426688483
SPATC1L	6.836738112	8.845700449	8.225574171	3.422229813	5.311148783	14.86260998	6.238922936	5.413482319	5.501211247	9.44085376	9.945968122	9.376729016	14.5601309
LSS	763.4357558	879.6557669	801.9934817	758.0239035	758.1664887	953.330269	805.7123334	870.487957	767.8119126	795.863972	798.9927724	795.1466205	794.7404781
VAV2	18427.28812	17084.97899	17282.95953	16822.8262	17258.57797	16808.55028	17217.64475	18609.38682	17258.08557	16874.58201	16956.21799	16660.57211	17373.87619
MCM3AP	7544.340506	7359.622774	7407.129541	7640.983614	7107.644859	7662.737062	7931.453601	8126.719658	7795.216337	7649.923802	7764.48578	7945.840168	8114.846286
C21orf58	1112.1094	1151.90677	1167.003336	1435.625406	1602.639145	1569.066968	1706.79106	1303.566543	1416.95484	1472.773187	1205.948635	1333.370866	1360.158895
PCNT	4543.012475	4543.741464	4483.96612	4215.331572	3407.101944	3780.411011	3768.309453	4430.39393	4237.504435	4021.803702	4376.225973	4263.598683	4287.958549
DIP2A	2912.450436	3056.680933	2993.080802	3172.407036	2548.023629	3159.366237	2942.097801	3072.692565	2844.912102	2863.410946	2956.439024	2879.593481	2834.372148
PRMT2	2937.518475	2885.664058	2876.894566	3368.329693	3322.123564	3347.272091	3196.111092	3491.696096	3553.782465	3295.802048	3242.385608	2970.547752	3023.653849
CLDND2	62.67009936	75.67988162	57.5790192	70.15571116	65.06157259	24.41714497	64.17177877	42.22516209	56.58388711	55.70103719	43.09919519	69.38779472	76.4406872
ADAMTS13	853.4528076	786.2844844	931.5462749	1252.536111	1526.955275	1563.758893	1581.121327	1092.440732	1171.757996	1179.162635	1013.659918	1008.936042	1164.810472
CACFD1	1816.293425	1799.608614	1804.485334	1917.304252	2521.467885	2388.633747	2316.422959	1979.169136	1919.922725	1865.512703	1763.75168	1911.915046	1930.430688
SLC2A6	292.8402825	271.2681471	289.9514895	343.9340962	519.1647935	407.6601596	541.8950207	409.2592634	385.8706746	333.2621377	326.5592867	346.9389736	430.7372057
ZNF761	5046.652183	5450.917188	5080.320248	4830.47738	3700.542914	4090.402591	3888.631538	3970.247933	4235.93266	4541.050659	4997.02015	4467.073703	4729.615853
C9orf116	18.23130163	33.41709059	29.81770637	25.66672359	35.85025428	41.40298496	45.45500996	25.98471513	34.57904212	28.32256128	28.18024301	35.63157026	37.61367148
ZNF714	3318.096897	3520.588779	3130.859169	3474.418817	2707.358092	3504.391111	3087.375578	3276.2395	3295.225537	2973.868935	3244.043269	3174.022772	3132.854831
GPSM1	1812.875056	2035.493959	1910.389601	2017.404474	2289.105125	2564.861837	2483.091328	1912.041955	1971.005401	1893.835264	1752.148051	1924.104794	1954.697573
C19orf47	1406.089138	1538.169023	1434.334496	1291.036197	1407.454427	1228.288554	1313.738915	1559.082908	1462.536304	1391.581844	1346.021019	1414.010736	1434.172893
HIPK4	2.278912704	7.862844844	8.225574171	7.700017078	13.27787196	2.123229998	5.34764823	6.496178783	7.85887321	8.496768384	10.7747988	10.31440192	1.213344241
CFAP157	9.115650816	25.55424574	4.112787086	6.844459625	22.57238233	31.84844997	16.9342194	23.81932221	29.07783088	8.496768384	25.69375098	15.94043933	23.05354059
TOR2A	1403.810226	1251.175186	1278.048587	1454.44767	1760.645821	1549.957898	1736.203126	1763.71254	1556.842783	1686.136482	1384.14723	1402.758661	1511.826925
ST6GALNAC6	3462.807854	3091.080879	3003.362769	2765.161689	3170.755823	2968.275537	2766.516685	2570.321405	2465.328526	2374.374721	3046.781568	2988.363537	2766.42487
SHKBP1	7292.520652	6804.309357	6982.484275	6270.380574	6953.621544	6638.278588	6557.108005	7000.715336	6335.823582	6748.322268	6400.230486	6973.473369	6976.729388
RDH13	2215.103148	2170.145177	2171.551581	1407.39201	1213.597497	1104.079599	1238.87184	1960.763296	1606.353684	1757.88697	1815.968013	1874.40813	1983.817835
ZER1	7188.830124	6512.401242	6463.244905	6848.737412	7462.16404	7189.256772	7151.588234	7735.866235	7381.839606	7029.65971	7078.21398	7100.059211	6905.142077
ZDHHC12	4399.440975	4225.296248	3854.709696	4322.276253	5686.912559	4350.498265	5043.723556	5241.333582	4657.168264	4563.708708	3924.513255	4463.323011	4579.161167
PKN3	4426.787927	4654.804148	4434.612675	4045.075638	4279.458132	3918.420961	4069.560303	3939.932432	3794.263986	3851.868334	4009.882814	4270.162394	4634.975002
SPTBN4	35.32314691	29.48566816	37.01508377	38.50008539	70.37272137	49.89590495	45.45500996	29.23280453	60.51332371	50.98061031	35.6397191	35.63157026	35.186983
BRSK1	112.8061788	101.2341274	106.9324642	118.0669285	102.2396141	95.5453499	93.58384403	121.262004	95.87825316	105.7375621	92.00020512	110.6454024	117.6943914
COX6B2	3.418369056	7.862844844	4.112787086	4.277787266	3.983361587	7.431304992	0.891274705	10.82696464	0.785887321	0.944085376	6.630645414	9.376729016	2.426688483
PLPP7	3372.790802	3334.829069	3081.505724	3266.518356	3817.388188	3307.992336	3448.341834	3486.282614	3309.371509	3003.135581	3104.799715	3202.152959	3308.789746
TAOK1	5193.642052	5052.860668	4938.429093	5276.222813	4505.181955	5545.876754	5796.850682	5578.052182	5809.279077	5610.69939	5854.859901	5568.839362	5320.514498
MED27	2963.725971	2850.281256	3143.19753	2716.394914	2866.692556	2120.045153	2565.088601	2877.807201	2734.887877	2850.19375	2700.330345	3145.892585	2943.573129
DEDD2	2529.593101	2581.961676	2445.051922	2185.093735	2079.314748	2011.760423	2115.88615	2559.494441	2323.082921	2207.271609	2354.707953	2372.312441	2423.04845
SIK3	3604.100441	3611.99435	3753.946412	3104.817997	2702.046943	2765.507072	3060.637337	3317.381965	3493.269142	3501.61266	3221.664841	3534.089166	3416.777384
MPZL3	123.061286	124.8226619	138.8065641	135.1780776	168.6289739	171.9816298	189.8415122	113.6831287	130.4572953	116.1225013	89.51371309	163.1550849	139.5345878
JAML	3.418369056	2.948566816	2.056393543	0	1.327787196	1.061614999	0.891274705	1.082696464	0	0.944085376	0.828830677	2.813018705	1.213344241
NEK8	1386.71838	1547.997579	1502.195483	1452.736555	1403.471066	1389.654034	1278.087927	1342.543615	1439.745572	1403.854954	1462.886145	1430.888848	1611.321152
TLCD1	503.6397076	452.1135785	489.4216632	453.4454502	503.2313472	415.0914646	472.3755937	584.6560905	514.7561952	560.7867134	484.0371152	493.2159462	482.911008
PCSK7	2003.164267	1945.071243	2030.688624	2121.782484	2196.160022	2151.893603	2296.814915	2023.559691	2158.832471	2237.482341	2014.058545	2003.806991	1982.60449
SAFB	14851.67409	15164.47914	15237.87615	12726.41712	12003.19625	12533.42668	11694.41541	13675.53904	12749.45001	11534.83512	13457.7237	13820.3609	13562.76193
S100A1	28.4864088	19.65711211	33.93049346	16.25559161	11.95008476	8.492919991	26.73824115	15.15775049	22.00484499	16.04945139	22.37842827	20.62880383	9.706753931
CHTOP	10514.90322	10319.98386	10632.58281	9816.666217	8517.75486	8214.776861	8133.772959	10001.94993	9468.370443	9489.002115	9464.417498	9914.953261	9834.155076
CXCR5	39.88097232	62.90275875	69.91738046	26.52228105	46.47255185	77.49789492	59.71540524	77.9541454	51.08267586	34.93115891	43.92802587	47.82131798	41.2537042
ZBTB7B	10063.6785	9878.681691	9361.731604	8316.018444	7864.48356	8092.691136	8416.30704	8779.585626	8342.193912	8309.83948	8396.054756	8946.337154	8865.906371
FLAD1	3158.573008	3327.94908	3071.223756	3328.97405	3660.709299	3284.636806	3711.267872	3331.457019	3316.444494	3475.178269	3115.574514	3354.993642	3151.054995
SHC1	10374.75008	10691.50328	10228.50148	8687.330379	7900.333814	8238.132391	8456.414402	9148.78512	9475.443429	8837.583205	9449.498546	9796.806475	9377.937641
VPS11	3519.780671	3261.114899	3501.010007	2930.284277	2846.775748	2706.056632	2829.797189	3582.642599	3113.685566	3292.969792	3115.574514	3149.643276	3416.777384
NLRX1	2798.5048	2896.475469	2877.922763	2631.694726	2655.574391	2709.241477	2639.955676	2861.566754	2726.243116	2724.630395	2590.095865	2864.590714	2836.798836
ADAR	39354.54348	37693.49533	38767.13107	34277.90936	33794.8397	34212.66657	37263.30414	39286.72389	36098.16231	35838.42496	36801.73971	37399.08368	36312.96645
IL6R	28.4864088	34.39994619	29.81770637	13.68891925	37.17804148	33.97167996	36.54226291	16.24044696	13.36008446	13.21719526	27.35141233	30.94320575	19.41350786
UBE2Q1	7975.055007	7578.799574	8015.82203	7267.105007	7313.451874	7013.028682	6866.380328	7518.244245	7054.124593	7272.289652	7219.115195	7418.867997	7775.109898
CHRNB2	3.418369056	2.948566816	5.140983857	0.855557453	5.311148783	0	7.130197641	7.578875247	1.571774642	5.664512256	0	1.875345803	4.853376965
CRTC2	5300.750949	4828.76959	4786.255971	4364.198568	4300.702727	3860.032136	4179.187092	4816.916568	4545.572264	4461.747487	4627.361669	4618.03904	4661.668575
ANO10	4449.577054	4299.993274	4265.988405	4380.45416	5761.268642	4911.030985	5355.669703	5327.949299	4855.211869	4981.938529	4319.865487	4603.036274	4443.266612
FDPS	8101.534662	8599.986548	8650.219438	8503.385527	8521.738222	7807.116702	7795.088571	7133.887001	7513.082788	7795.31295	7782.720055	7967.406645	8230.113989
RUSC1	2296.004549	2478.761837	2100.606004	2594.050198	3114.988761	2753.829307	2908.229363	2473.96142	2343.515991	2243.146853	2293.374483	2418.258413	2351.46114
GBAP1	651.7690333	574.9705292	603.5515048	577.5012809	756.8387015	644.4003043	643.5003371	594.4003587	622.4227582	618.3759213	637.3707905	598.2353112	635.7923825
FAM189B	363.4865763	320.4109274	426.7016601	408.9564626	227.0516105	297.2521997	543.6775701	371.3648871	266.4158018	296.4428081	430.1631213	460.3973947	262.0823561
PAQR6	650.629577	813.8044413	730.0197077	1072.869046	1452.599192	1449.104473	1303.043619	866.1571711	987.8603624	935.5886077	798.1639418	906.7296958	996.1556221
PMF1	4260.4273	4661.684137	4632.026455	4026.253374	3611.581172	3243.233822	3300.390233	4479.115271	4817.489277	4511.784012	4519.613681	4340.487861	4354.692482
SLC25A44	1312.653717	1294.420832	1103.255136	1439.047636	1629.194889	1721.939528	1648.858204	1429.159332	1489.256473	1536.970992	1343.534527	1459.019035	1365.012271
LMNA	9169.205264	9869.83599	9355.562423	8689.897052	8507.132563	9043.898175	8574.953938	8845.63011	8916.677544	8434.458749	8664.595895	8819.751312	8804.025815
NBEAL2	1974.677858	2092.499584	2066.675511	2743.772752	3077.81072	3245.357052	3261.174146	2260.670217	2393.81278	2261.084476	2269.338393	2147.270945	2440.035269
CCDC12	1441.412285	1259.038031	1471.34958	1173.824826	1181.730604	1073.292764	1076.659844	1342.543615	1299.857629	1157.448671	1137.984519	1220.850118	1367.43896
PTH1R	197.1259489	241.7824789	234.4288639	120.6336009	86.30616772	98.73019489	83.77982228	234.9451327	199.6153795	176.5439653	159.9643206	153.7783559	173.5082265
UBQLN4	4179.525899	3739.765579	3745.720838	3836.31962	4134.729327	3819.690766	4369.028604	3896.624574	3756.541394	3832.042541	3649.34147	3831.331476	3752.873738
MYL3	872.8235656	967.1299158	859.5725009	336.2340791	314.6855654	298.3138147	306.5984985	541.3482319	639.7122793	560.7867134	621.6230076	631.9915357	633.365694
PPP1R35	730.3915216	827.5644198	704.3147884	785.401742	780.7388711	796.2112491	789.6693887	757.8875247	825.9675743	720.3371419	639.0284518	802.6480037	863.9010998
GPATCH4	1850.477116	2055.151071	1880.571895	1694.859315	1706.206546	1785.636428	1585.5777	1899.049598	1724.236782	1495.431236	1703.247041	1899.725299	1926.790655
LRRC71	1.139456352	3.931422422	5.140983857	2.566672359	2.655574391	6.369689993	4.456373525	4.330785856	3.143549284	11.32902451	7.459476091	0	2.426688483
FGFR4	4025.699291	4144.702088	4289.63693	4046.786753	4667.171993	4361.114415	4464.394998	5029.125075	4903.150995	4718.538709	4234.495928	4481.138797	4186.037633
CYP3A4	0	2.948566816	0	0.855557453	0	0	1.78254941	0	1.571774642	2.832256128	1.657661354	0.937672902	1.213344241
CYP3A7	210.7994251	171.0168754	207.6957478	163.4114735	83.65059333	116.7776499	92.69256933	81.20223479	113.9536615	115.1784159	159.1354899	172.5318139	169.8681938
NACC1	11119.95454	10867.43443	10426.94346	10468.601	11016.65036	10729.74279	11548.24635	10933.06889	10218.10695	9890.238399	10290.76168	10986.71339	11388.44905
HK3	9.115650816	4.914278027	9.253770943	3.422229813	5.311148783	1.061614999	1.78254941	1.082696464	3.143549284	1.888170752	4.972984061	4.688364508	7.280065448
LY6K	117.3640043	124.8226619	133.6655803	33.36674067	14.60565915	15.92422498	38.32481232	21.65392928	23.57661963	23.6021344	38.95504181	59.0733928	61.88055631
IER2	4278.658602	4338.324643	4175.507089	4297.465087	4499.870806	4468.33753	4199.68641	4254.997103	4517.280321	4170.025106	3868.152769	4153.890954	4164.197436
ZNF394	1324.048281	1202.032405	1366.473509	1178.102613	1244.136602	1298.355144	1126.571227	1196.379593	1264.492699	1249.969038	1272.255089	1203.972006	1329.825288
CPSF4	2539.848208	2631.104456	2546.843403	2709.550454	3035.321529	2658.283957	2973.292416	3112.752334	3274.006579	3210.834364	2555.284977	2808.33034	2785.838378
LY6E	8098.116293	7889.381945	7429.74987	6397.858635	7090.383625	5743.337144	6275.465198	11228.64503	8155.938617	8645.933874	7413.061573	7662.662952	7543.361148
VPS28	2972.841622	2867.972657	2977.65785	2781.41728	2869.34813	2667.838492	2670.259016	3053.204028	3014.663763	2842.641067	2782.384582	2803.641976	2966.62667
TONSL	3925.427132	3774.165525	3885.555599	3891.075297	3542.536238	3769.794861	3637.292071	4313.462712	4332.5968	4294.644376	3851.576155	3944.789897	4045.289701
PTGER1	0	0	0	2.566672359	1.327787196	5.308074994	1.78254941	2.165392928	1.571774642	0.944085376	1.657661354	0	1.213344241
MUM1	2333.606609	2446.327602	2407.008642	2654.794777	2922.459618	2940.673547	2963.488394	2389.511096	2504.622892	2377.206977	2378.744042	2318.865086	2651.157167
RECQL4	3971.005387	3896.03962	3941.078225	3925.297595	4068.339968	4022.459231	4016.083821	3837.076268	4402.540772	4236.111082	3857.37797	4067.625047	4213.94455
LRRC14	2318.793676	2154.419487	2107.803381	2272.360596	2452.42295	2514.965932	2853.861606	2484.788385	2511.695878	2458.398319	2324.041218	2343.244581	2353.887828
ZNF333	974.2351809	881.6214781	959.3075877	947.1021006	902.8952931	864.1546091	859.1888157	975.509514	978.4297146	1022.444462	947.3534636	950.8003222	969.4620488
COL26A1	4326.515768	4454.301604	4318.42644	3421.374255	3401.790795	3365.319546	3565.990095	4232.260477	3907.43176	3754.62754	3865.666277	4214.839693	4016.169439
PPP1R16A	1592.95998	1836.957127	1645.114834	1721.381596	1902.719051	1778.205123	1682.726643	1552.586729	1664.509346	1623.826847	1520.904292	1546.222615	1737.508954
FOXH1	325.8845167	258.4910242	270.4157509	172.8226055	134.1065068	138.0099499	156.8643481	197.0507564	211.4036893	147.2773187	206.3788385	243.7949544	223.2553404
ORAI2	90.0170518	130.7197955	121.327219	145.444767	71.70050857	140.1331798	140.8214034	101.7734676	87.23349263	105.7375621	112.720972	118.1467856	145.601309
ALKBH4	1022.092348	1046.74122	1138.213826	1031.802288	1074.179841	960.761574	1065.073273	983.0883892	933.6341373	969.5756812	1008.686934	995.8086215	1025.275884
CCDC105	4.557825408	7.862844844	12.33836126	6.844459625	6.638935978	3.184844997	2.673824115	0	0.785887321	0.944085376	0	4.688364508	6.066721207
SH2B2	3907.195831	3894.073909	3961.64216	3158.718117	3150.839015	2737.905082	3041.029294	3856.564804	3713.317592	3547.872843	3288.800126	3464.701371	3392.510499
C5orf45	3332.909829	3219.834964	3349.865081	3884.230837	4130.745966	4319.71143	4125.71061	3537.169348	3784.04745	4052.014434	3374.998516	3286.54352	3900.901736
SQSTM1	18123.05328	18007.8804	18948.6383	16371.94742	15670.54448	15018.66739	15952.03467	18646.1985	19049.12277	19465.15228	16652.86596	17534.48326	18134.64303
MGAT4B	6711.397913	6659.829583	6449.878347	7641.839171	8424.809757	8274.227301	8190.81454	6767.935596	6558.229693	6831.401781	6762.429492	6949.093873	7250.945186
RPL8	138645.6305	140587.6658	135208.9036	134269.4756	142653.4729	127176.1688	132279.4266	155345.2886	145639.0665	137073.6439	138474.3988	139160.0353	137234.0871
