NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
P4HA3	1	P4HA3	
CSPG5	1	CSPG5	
SLC26A7	1	SLC26A7	
CSPG4	1	CSPG4	
SLC26A4	1	SLC26A4	
RAB5A	1	RAB5A	
SLC26A6	1	SLC26A6	
SLC26A5	1	SLC26A5	
WDR1	1	WDR1	
ADPGK	1	ADPGK	
WDR3	1	WDR3	
WDR4	1	WDR4	
MAP2K1P1	1	MAP2K1P1	
FTCD	1	FTCD	
H1-10	1	H1FX	
CCT8P1	1	CCT8P1	
MIR6729	1	MIR6729	
MIR6728	1	MIR6728	
AP1G2	1	AP1G2	
AP1G1	1	AP1G1	
URAHP	1	URAHP	
WDR5	1	WDR5	
WDR6	1	WDR6	
WDR7	1	WDR7	
HPN-AS1	1	HPN-AS1	
TTC23L	1	TTC23L	
SLC13A3	1	SLC13A3	
ADSL	1	ADSL	
SLC13A4	1	SLC13A4	
CHPF2	1	CHPF2	
RPL13A	1	RPL13A	
MIR6719	1	MIR6719	
TFDP1	1	TFDP1	
ZMIZ1-AS1	1	ZMIZ1-AS1	
AOPEP	1	C9orf3	
TFDP2	1	TFDP2	
RNU4-82P	1	RNU4-82P	
RAB1A	1	RAB1A	
NUTM1	1	NUTM1	
RAB1B	1	RAB1B	
HERC2P3	1	HERC2P3	
RAB1C	1	RAB1C	
HERC2P2	1	HERC2P2	
ARPC4-TTLL3	1	ARPC4-TTLL3	
HERC2P5	1	HERC2P5	
HERC2P4	1	HERC2P4	
HERC2P7	1	HERC2P7	
HERC2P9	1	HERC2P9	
PAICSP4	1	PAICSP4	
HERC2P8	1	HERC2P8	
RAB21	1	RAB21	
FBXL20	1	FBXL20	
RAB20	1	RAB20	
MSTO1	1	MSTO1	
RAB25	1	RAB25	
RAB26	1	RAB26	
RAB23	1	RAB23	
RAB24	1	RAB24	
RAB29	1	RAB29	
RAB28	1	RAB28	
SLC13A5	1	SLC13A5	
MORF4L1P1	1	MORF4L1P1	
RNGTT	1	RNGTT	
CDK8P2	1	CDK8P2	
FBXL19	1	FBXL19	
FBXL17	1	FBXL17	
FBXL18	1	FBXL18	
FBXL15	1	FBXL15	
FBXL16	1	FBXL16	
FBXL13	1	FBXL13	
FBXL14	1	FBXL14	
FBXL12	1	FBXL12	
TNRC6C	1	TNRC6C	
RAB10	1	RAB10	
VAPA	1	VAPA	
RAB14	1	RAB14	
VAPB	1	VAPB	
PSAT1	1	PSAT1	
RAB15	1	RAB15	
RAB12	1	RAB12	
RAB13	1	RAB13	
RAB18	1	RAB18	
RAB19	1	RAB19	
CDC27P1	1	CDC27P1	
RAB17	1	RAB17	
TNRC6A	1	TNRC6A	
TNRC6B	1	TNRC6B	
PANK4	1	PANK4	
PANK2	1	PANK2	
TRAF3IP3	1	TRAF3IP3	
PANK3	1	PANK3	
TRAF3IP2	1	TRAF3IP2	
PANK1	1	PANK1	
CALML6	1	CALML6	
TRAF3IP1	1	TRAF3IP1	
CISD1	1	CISD1	
CISD2	1	CISD2	
CALML3	1	CALML3	
PPP2R2A	1	PPP2R2A	
CALML4	1	CALML4	
CISD3	1	CISD3	
TP53AIP1	1	TP53AIP1	
ZNF204P	1	ZNF204P	
KAT5	1	KAT5	
RPL18A	1	RPL18A	
PPP2R1B	1	PPP2R1B	
PPP2R1A	1	PPP2R1A	
FTH1	1	FTH1	
LONP1	1	LONP1	
LONP2	1	LONP2	
KAT8	1	KAT8	
KAT7	1	KAT7	
MIR7974	1	MIR7974	
SPDYE7P	1	SPDYE7P	
SEPHS1	1	SEPHS1	
SEPHS2	1	SEPHS2	
ICOSLG	1	ICOSLG	
GRK5-IT1	1	GRK5-IT1	
TKTL1	1	TKTL1	
ATP6V0E1	1	ATP6V0E1	
ESCO1	1	ESCO1	
TINF2	1	TINF2	
AP1B1	1	AP1B1	
AP1AR	1	AP1AR	
ATP1B3P1	1	ATP1B3P1	
ESCO2	1	ESCO2	
GPR37L1	1	GPR37L1	
ATP6V0E1P2	1	ATP6V0E1P2	
MAPK8IP2	1	MAPK8IP2	
MAPK8IP3	1	MAPK8IP3	
ATP6V0E1P3	1	ATP6V0E1P3	
MAPK8IP1	1	MAPK8IP1	
LUCAT1	1	LUCAT1	
DNA2	1	DNA2	
CDK7P1	1	CDK7P1	
ATP6V0D1	1	ATP6V0D1	
CYCSP55	1	CYCSP55	
RFPL4AL1	1	RFPL4AL1	
TWIST2	1	TWIST2	
TWIST1	1	TWIST1	
MYL12A	1	MYL12A	
MYL12B	1	MYL12B	
SLC2A3P4	1	SLC2A3P4	
CYCSP41	1	CYCSP41	
SLC2A3P2	1	SLC2A3P2	
PTBP1P	1	PTBP1P	
SLC2A3P1	1	SLC2A3P1	
DND1	1	DND1	
ATP6V0A2	1	ATP6V0A2	
CYCSP49	1	CYCSP49	
ATP6V0A4	1	ATP6V0A4	
TNRC18	1	TNRC18	
CYCSP45	1	CYCSP45	
ATP6V0A1	1	ATP6V0A1	
VAT1	1	VAT1	
VASP	1	VASP	
USP32P2	1	USP32P2	
FUT8-AS1	1	FUT8-AS1	
USP32P1	1	USP32P1	
USP32P3	1	USP32P3	
TINCR	1	TINCR	
TYMSOS	1	TYMSOS	
HAL	1	HAL	
FUBP3	1	FUBP3	
FUBP1	1	FUBP1	
CYCSP34	1	CYCSP34	
PCBP2P1	1	PCBP2P1	
CYP2B7P	1	CYP2B7P	
COL18A1	1	COL18A1	
ZFAS1	1	ZFAS1	
ZFAND2A	1	ZFAND2A	
ZFAND2B	1	ZFAND2B	
NKAP	1	NKAP	
RNA5SP425	1	RNA5SP425	
RNA5SP429	1	RNA5SP429	
HBM	1	HBM	
CYCSP24	1	CYCSP24	
RALGPS1	1	RALGPS1	
GABPA	1	GABPA	
RAB8A	1	RAB8A	
RALGPS2	1	RALGPS2	
RAB8B	1	RAB8B	
VAV3	1	VAV3	
HBZ	1	HBZ	
RAB6C	1	RAB6C	
RAB6D	1	WTH3DI	
GPBAR1	1	GPBAR1	
GFRA3	1	GFRA3	
RENBP	1	RENBP	
GFRA2	1	GFRA2	
VAV1	1	VAV1	
VAV2	1	VAV2	
NAP1L1P1	1	NAP1L1P1	
CDCP1	1	CDCP1	
CDCP2	1	CDCP2	
CNEP1R1	1	CNEP1R1	
NAP1L1P3	1	NAP1L1P3	
EIF1AXP1	1	EIF1AXP1	
RAB7B	1	RAB7B	
CYCSP10	1	CYCSP10	
RAB7A	1	RAB7A	
SCAT1	1	CTD-2357A8.3	
RPL21P134	1	RPL21P134	
ZNF2	1	ZNF2	
ZNF3	1	ZNF3	
ZNF8	1	ZNF8	
NKD1	1	NKD1	
ZNF7	1	ZNF7	
NKD2	1	NKD2	
PSMC3IP	1	PSMC3IP	
DUOX1	1	DUOX1	
IBA57-DT	1	IBA57-AS1	
UBTD2	1	UBTD2	
UBTD1	1	UBTD1	
SPTSSA	1	SPTSSA	
ATP6V0E2	1	ATP6V0E2	
KANSL1L	1	KANSL1L	
EXOSC3P2	1	EXOSC3P2	
GABRD	1	GABRD	
DUOX2	1	DUOX2	
SH3BGR	1	SH3BGR	
ATP5PF	1	ATP5J	
ATP5PD	1	ATP5H	
RN7SL657P	1	RN7SL657P	
ATP5PB	1	ATP5F1	
PLAC8L1	1	PLAC8L1	
VAX2	1	VAX2	
RAB11A	1	RAB11A	
FBXW4P1	1	FBXW4P1	
RAB11B	1	RAB11B	
CAPZA1	1	CAPZA1	
CAPZA2	1	CAPZA2	
ATP5PO	1	ATP5O	
RAB9A	1	RAB9A	
RAB9B	1	RAB9B	
ITPRIP	1	ITPRIP	
RNA5SP465	1	RNA5SP465	
RPS27AP16	1	RPS27AP16	
FAIM2	1	FAIM2	
RPS27AP12	1	RPS27AP12	
RPS27AP11	1	RPS27AP11	
TRAPPC12	1	TRAPPC12	
TRAPPC11	1	TRAPPC11	
TRAPPC14	1	C7orf43	
TRAPPC13	1	TRAPPC13	
NANOS1	1	NANOS1	
NANOS2	1	NANOS2	
SZT2	1	SZT2	
SPDYE10	1	SPDYE10P	
TRAPPC2L	1	TRAPPC2L	
HGD	1	HGD	
SPDYE12	1	SPDYE12P	
NANOS3	1	NANOS3	
SPDYE16	1	SPDYE16	
ALG14	1	ALG14	
KAZN	1	KAZN	
TRAPPC2B	1	TRAPPC2B	
ALG13	1	ALG13	
SPDYE18	1	SPDYE18	
ALG12	1	ALG12	
ALG11	1	ALG11	
ALG10	1	ALG10	
HGS	1	HGS	
FBLN7	1	FBLN7	
SPDYE21	1	SPDYE21P	
FBLN1	1	FBLN1	
TRHDE	1	TRHDE	
FBLN2	1	FBLN2	
FBLN5	1	FBLN5	
SCUBE2	1	SCUBE2	
SCUBE3	1	SCUBE3	
SCUBE1	1	SCUBE1	
A2M-AS1	1	A2M-AS1	
UAP1L1	1	UAP1L1	
RN7SL521P	1	RN7SL521P	
ATP5MK	1	USMG5	
RPRD1B	1	RPRD1B	
ATP5MJ	1	C14orf2	
RPRD1A	1	RPRD1A	
ATP5MG	1	ATP5L	
ATP5MF	1	ATP5J2	
ATP5ME	1	ATP5I	
TCEA1P4	1	TCEA1P4	
TCEA1P2	1	TCEA1P2	
RHBDD3	1	RHBDD3	
RHBDD2	1	RHBDD2	
RNA5SP474	1	RNA5SP474	
CRLS1	1	CRLS1	
SEPSECS	1	SEPSECS	
SOWAHB	1	SOWAHB	
SOWAHC	1	SOWAHC	
SOWAHD	1	SOWAHD	
HAPLN3	1	HAPLN3	
FBLL1	1	FBLL1	
HAPLN4	1	HAPLN4	
HAPLN1	1	HAPLN1	
HK2	1	HK2	
HAPLN2	1	HAPLN2	
HK1	1	HK1	
HK3	1	HK3	
PPP2R5E	1	PPP2R5E	
MCF2L	1	MCF2L	
RNU6-610P	1	RNU6-610P	
RAD23BP1	1	RAD23BP1	
RHBDF1	1	RHBDF1	
MYEOV	1	MYEOV	
RHBDF2	1	RHBDF2	
AXIN1	1	AXIN1	
PPP2R5B	1	PPP2R5B	
PPP2R5A	1	PPP2R5A	
PPP2R5D	1	PPP2R5D	
AXIN2	1	AXIN2	
PPP2R5C	1	PPP2R5C	
DNM1	1	DNM1	
DNM2	1	DNM2	
DNM3	1	DNM3	
CETN4P	1	CETN4P	
TRAPPC6A	1	TRAPPC6A	
TRAPPC6B	1	TRAPPC6B	
MIA-RAB4B	1	MIA-RAB4B	
DNLZ	1	DNLZ	
MIR2117HG	1	MIR2117HG	
STOML3	1	STOML3	
STOML2	1	STOML2	
HLF	1	HLF	
STOML1	1	STOML1	
ABRAXAS1	1	FAM175A	
LEF1	1	LEF1	
ETFDH	1	ETFDH	
ABRAXAS2	1	FAM175B	
RNF113A	1	RNF113A	
HLX	1	HLX	
PPP2R3C	1	PPP2R3C	
LEPROTL1	1	LEPROTL1	
PDIA3P2	1	PDIA3P2	
PDIA3P1	1	PDIA3P1	
TP73-AS1	1	TP73-AS1	
RN7SL650P	1	RN7SL650P	
SNORD96A	1	SNORD96A	
PPP2R3B	1	PPP2R3B	
PPP2R3A	1	PPP2R3A	
WEE1	1	WEE1	
PPP2R2C	1	PPP2R2C	
PPP2R2D	1	PPP2R2D	
RNU6-611P	1	RNU6-611P	
CKLF	1	CKLF	
MAPKBP1	1	MAPKBP1	
SNORA6	1	SNORA6	
PGAP1	1	PGAP1	
CYBC1	1	C17orf62	
PGAP2	1	PGAP2	
PGAP3	1	PGAP3	
EQTN	1	EQTN	
SNRPEP2	1	SNRPEP2	
EPB41L4A-AS1	1	EPB41L4A-AS1	
PGAP6	1	TMEM8A	
SNRPEP4	1	SNRPEP4	
CCBE1	1	CCBE1	
MRTFB	1	MKL2	
MRTFA	1	MKL1	
HDHD5	1	CECR5	
PDZK1	1	PDZK1	
HDHD2	1	HDHD2	
HDHD3	1	HDHD3	
PRAP1	1	PRAP1	
FBXO36-IT1	1	FBXO36-IT1	
CNBD2	1	CNBD2	
ETHE1	1	ETHE1	
UQCRC1	1	UQCRC1	
UQCRC2	1	UQCRC2	
NCBP2-AS1	1	NCBP2-AS1	
HPD	1	HPD	
RNU6-762P	1	RNU6-762P	
ARF4-AS1	1	ARF4-AS1	
NYAP1	1	NYAP1	
MIR5091	1	MIR5091	
HPN	1	HPN	
FIGNL2	1	FIGNL2	
NCAPG	1	NCAPG	
FABP5P3	1	FABP5P3	
HPR	1	HPR	
GIGYF2	1	GIGYF2	
NCAPH	1	NCAPH	
HPX	1	HPX	
GCNT1P1	1	GCNT1P1	
FIGNL1	1	FIGNL1	
RHBDL2	1	RHBDL2	
RHBDL1	1	RHBDL1	
SNORD8	1	SNORD8	
GPR17	1	GPR17	
SNORD9	1	SNORD9	
MYH7B	1	MYH7B	
SNORD6	1	SNORD6	
SNORD7	1	SNORD7	
SCDP1	1	SCDP1	
EXOC6B	1	EXOC6B	
BHMT	1	BHMT	
HRC	1	HRC	
MIR5088	1	MIR5088	
MIR5087	1	MIR5087	
GPR19	1	GPR19	
HRK	1	HRK	
GPR21	1	GPR21	
LRRC39	1	LRRC39	
PTH1R	1	PTH1R	
LRRC32	1	LRRC32	
MAFA-AS1	1	MAFA-AS1	
HSPB11	1	HSPB11	
LRRC37A4P	1	LRRC37A4P	
LETM2	1	LETM2	
NKRF	1	NKRF	
SH3BGRL2	1	SH3BGRL2	
SH3BGRL3	1	SH3BGRL3	
FXNP2	1	FXNP2	
CGNL1	1	CGNL1	
LRRC47	1	LRRC47	
GPR39	1	GPR39	
LRRC45	1	LRRC45	
GPR37	1	GPR37	
SEMA3F-AS1	1	SEMA3F-AS1	
LRRC46	1	LRRC46	
GPR35	1	GPR35	
GPR32	1	GPR32	
PGAM1	1	PGAM1	
PGAM2	1	PGAM2	
LRRC40	1	LRRC40	
PTGR3	1	ZADH2	
MANEAL	1	MANEAL	
PTGR1	1	PTGR1	
LRRC43	1	LRRC43	
PTGR2	1	PTGR2	
LRRC41	1	LRRC41	
LRRC42	1	LRRC42	
VAMP8	1	VAMP8	
VAMP7	1	VAMP7	
RPS18P12	1	RPS18P12	
VN1R1	1	VN1R1	
CKS2	1	CKS2	
VAMP1	1	VAMP1	
PGAM4	1	PGAM4	
PGAM5	1	PGAM5	
TIMM23B-AGAP6	1	LINC00843	
VAMP4	1	VAMP4	
VAMP5	1	VAMP5	
LRRC3C	1	LRRC3C	
LYPLAL1	1	LYPLAL1	
VAMP2	1	VAMP2	
VAMP3	1	VAMP3	
LRRC14	1	LRRC14	
KANK2	1	KANK2	
KANK1	1	KANK1	
LRRC15	1	LRRC15	
ERVFRD-1	1	ERVFRD-1	
GPR45	1	GPR45	
ERVFRD-3	1	ERVFRD-3	
LRRC17	1	LRRC17	
HTT	1	HTT	
PRAM1	1	PRAM1	
PTGS1	1	PTGS1	
EXTL2	1	EXTL2	
EXTL1	1	EXTL1	
MICALL1	1	MICALL1	
AP2S1	1	AP2S1	
MICALL2	1	MICALL2	
LEO1	1	LEO1	
ANO10	1	ANO10	
PRAME	1	PRAME	
SRSF10	1	SRSF10	
EXTL3	1	EXTL3	
YKT6	1	YKT6	
SRSF11	1	SRSF11	
NKTR	1	NKTR	
LRRC26	1	LRRC26	
CLIC4P3	1	CLIC4P3	
LRRC23	1	LRRC23	
MRPL35P3	1	MRPL35P3	
LRRC24	1	LRRC24	
SMAGP	1	SMAGP	
LRRC27	1	LRRC27	
GPR55	1	GPR55	
LRRC28	1	LRRC28	
CLIC4P1	1	CLIC4P1	
GPR52	1	GPR52	
LRRC20	1	LRRC20	
IGKJ3	1	IGKJ3	
LETM1	1	LETM1	
IGKJ4	1	IGKJ4	
IGKJ1	1	IGKJ1	
IGKJ2	1	IGKJ2	
BEND3P3	1	BEND3P3	
HSD17B7P2	1	HSD17B7P2	
IGKJ5	1	IGKJ5	
BEND3P1	1	BEND3P1	
EEF1GP5	1	EEF1GP5	
SH2D7	1	SH2D7	
GPR68	1	GPR68	
GPR63	1	GPR63	
LRRC73	1	LRRC73	
GPR61	1	GPR61	
CRAMP1	1	CRAMP1	
LRRC70	1	LRRC70	
GPR62	1	GPR62	
LRRC71	1	LRRC71	
SLC9C2	1	SLC9C2	
CARD8-AS1	1	CARD8-AS1	
LCNL1	1	LCNL1	
LEPR	1	LEPR	
SH2D6	1	SH2D6	
SH2D5	1	SH2D5	
AP2M1	1	AP2M1	
SH3GLB1	1	SH3GLB1	
SH3GLB2	1	SH3GLB2	
SLC38A1	1	SLC38A1	
ILF3-DT	1	ILF3-AS1	
GPR78	1	GPR78	
ANAPC7	1	ANAPC7	
N4BP2L2-IT2	1	N4BP2L2-IT2	
AKR1E2	1	AKR1E2	
GPR75	1	GPR75	
SLC9B1	1	SLC9B1	
SLC9B2	1	SLC9B2	
SLC9A2	1	SLC9A2	
SLC9A3	1	SLC9A3	
SLC9A5	1	SLC9A5	
SLC9A6	1	SLC9A6	
SLC9A7	1	SLC9A7	
SLC9A8	1	SLC9A8	
SLC9A9	1	SLC9A9	
MRTO4	1	MRTO4	
ANAPC4	1	ANAPC4	
ANAPC5	1	ANAPC5	
SNRNP200	1	SNRNP200	
KANK4	1	KANK4	
ANAPC1	1	ANAPC1	
ANAPC2	1	ANAPC2	
KANK3	1	KANK3	
LRRC58	1	LRRC58	
LRRC59	1	LRRC59	
RNU6-890P	1	RNU6-890P	
LRRC56	1	LRRC56	
LRRC57	1	LRRC57	
PLA2G4E-AS1	1	PLA2G4E-AS1	
GPR87	1	GPR87	
GPR83	1	GPR83	
GSTM2P1	1	GSTM2P1	
SLC9A1	1	SLC9A1	
UBE2V1P1	1	UBE2V1P1	
UBE2V1P2	1	UBE2V1P2	
CRNDE	1	CRNDE	
SLC38A7	1	SLC38A7	
SLC38A6	1	SLC38A6	
HYI	1	HYI	
SLC38A9	1	SLC38A9	
SLC38A8	1	SLC38A8	
SLC38A3	1	SLC38A3	
SLC38A2	1	SLC38A2	
SLC38A5	1	SLC38A5	
PRKAG2-AS1	1	PRKAG2-AS1	
LRRC4B	1	LRRC4B	
LRRC69	1	LRRC69	
LRRC61	1	LRRC61	
NFKB1	1	NFKB1	
LRRC63	1	LRRC63	
NFKB2	1	NFKB2	
GNL3L	1	GNL3L	
UBLCP1	1	UBLCP1	
NUTM2A-AS1	1	NUTM2A-AS1	
NFE2L3	1	NFE2L3	
NFE2L1	1	NFE2L1	
NFE2L2	1	NFE2L2	
SLC25A1	1	SLC25A1	
ANO7L1	1	ANO7L1	
SLC25A3	1	SLC25A3	
SLC25A2	1	SLC25A2	
TSSK1B	1	TSSK1B	
TSSK1A	1	TSSK1A	
IQCH-AS1	1	IQCH-AS1	
LARP1P1	1	LARP1P1	
ERC1	1	ERC1	
ERC2	1	ERC2	
ERLEC1P1	1	ERLEC1P1	
VBP1	1	VBP1	
VEZF1	1	VEZF1	
GIGYF1	1	GIGYF1	
SLC25A5	1	SLC25A5	
SLC25A4	1	SLC25A4	
SLC25A6	1	SLC25A6	
ERAS	1	ERAS	
GTF3C1	1	GTF3C1	
GTF3C2	1	GTF3C2	
GTF3C3	1	GTF3C3	
GTF3C4	1	GTF3C4	
GTF3C5	1	GTF3C5	
GTF3C6	1	GTF3C6	
PRCD	1	PRCD	
EIF4EP2	1	EIF4EP2	
PRCC	1	PRCC	
USH1C	1	USH1C	
PRCP	1	PRCP	
SH3BP1	1	SH3BP1	
SH3BP2	1	SH3BP2	
SH3BP5	1	SH3BP5	
LRRC8C	1	LRRC8C	
BEND3	1	BEND3	
SH3BP4	1	SH3BP4	
LRRC8D	1	LRRC8D	
LRRC8A	1	LRRC8A	
D2HGDH	1	D2HGDH	
LRRC8B	1	LRRC8B	
BEND7	1	BEND7	
SH2B3	1	SH2B3	
SH2B2	1	SH2B2	
LRRC8E	1	LRRC8E	
SH2B1	1	SH2B1	
BEND6	1	BEND6	
SLC12A2	1	SLC12A2	
CYB5B	1	CYB5B	
SLC12A3	1	SLC12A3	
CYB5A	1	CYB5A	
SLC12A4	1	SLC12A4	
SLC12A5	1	SLC12A5	
UPK1A-AS1	1	UPK1A-AS1	
ERAP2	1	ERAP2	
MBOAT7	1	MBOAT7	
ERAP1	1	ERAP1	
MBOAT1	1	MBOAT1	
MBOAT2	1	MBOAT2	
RPL23A	1	RPL23A	
USH1G	1	USH1G	
PRC1	1	PRC1	
SMAP2	1	SMAP2	
SMAP1	1	SMAP1	
VLDLR-AS1	1	VLDLR-AS1	
AHCYL2	1	AHCYL2	
AHCYL1	1	AHCYL1	
PREP	1	PREP	
KANTR	1	KANTR	
IFI35	1	IFI35	
ERFE	1	ERFE	
IFI30	1	IFI30	
CCAR2	1	CCAR2	
CCAR1	1	CCAR1	
BPIFA2	1	BPIFA2	
SLC12A6	1	SLC12A6	
ZNF790-AS1	1	ZNF790-AS1	
SLC12A7	1	SLC12A7	
TSSK5P	1	TSSK5P	
SLC12A8	1	SLC12A8	
SLC12A9	1	SLC12A9	
PAQR8	1	PAQR8	
PAQR6	1	PAQR6	
PAQR7	1	PAQR7	
PAQR4	1	PAQR4	
PAQR5	1	PAQR5	
PAQR3	1	PAQR3	
HNF1B	1	HNF1B	
TM4SF5	1	TM4SF5	
HNF1A	1	HNF1A	
TM4SF4	1	TM4SF4	
PPP1R3G	1	PPP1R3G	
PPP1R3F	1	PPP1R3F	
STX1B	1	STX1B	
SHTN1	1	SHTN1	
IFI27	1	IFI27	
PPP1R3B	1	PPP1R3B	
DAZAP2P1	1	DAZAP2P1	
PPP1R3E	1	PPP1R3E	
PPP1R3D	1	PPP1R3D	
PPP1R42	1	PPP1R42	
PREB	1	PREB	
STX1A	1	STX1A	
PPP1R37	1	PPP1R37	
L3MBTL1	1	L3MBTL1	
PPP1R36	1	PPP1R36	
L3MBTL3	1	L3MBTL3	
L3MBTL2	1	L3MBTL2	
PPP1R32	1	PPP1R32	
PPP1R35	1	PPP1R35	
PRH1	1	PRH1	
PGBD1	1	PGBD1	
PGBD2	1	PGBD2	
PGBD4	1	PGBD4	
PPP1R2B	1	PPP1R2P3	
PGBD5	1	PGBD5	
TSPAN9	1	TSPAN9	
ERI1	1	ERI1	
TSPAN6	1	TSPAN6	
ERI2	1	ERI2	
ERI3	1	ERI3	
TSPAN7	1	TSPAN7	
TSPAN4	1	TSPAN4	
TSPAN5	1	TSPAN5	
TSPAN3	1	TSPAN3	
TSPAN1	1	TSPAN1	
GTF2A1L	1	GTF2A1L	
PPP1R27	1	PPP1R27	
PPP1R21	1	PPP1R21	
PRG2	1	PRG2	
PRG4	1	PRG4	
ERAL1	1	ERAL1	
ID2	1	ID2	
RPL27A	1	RPL27A	
ID1	1	ID1	
MIR550A1	1	MIR550A1	
ID3	1	ID3	
MIR550A2	1	MIR550A2	
ANKRD18B	1	ANKRD18B	
ANKRD18A	1	ANKRD18A	
MIR550A3	1	MIR550A3	
GASK1A	1	FAM198A	
GASK1B	1	FAM198B	
SNORA38B	1	SNORA38B	
PPP1R11	1	PPP1R11	
PPP1R10	1	PPP1R10	
KIF14	1	KIF14	
HNF4G	1	HNF4G	
MIA2	1	CTAGE5	
AKR1B1	1	AKR1B1	
KIF12	1	KIF12	
MIA3	1	MIA3	
AP2A1	1	AP2A1	
IDE	1	IDE	
KIF11	1	KIF11	
KIF17	1	KIF17	
PPP1R18	1	PPP1R18	
AP2A2	1	AP2A2	
KIF15	1	KIF15	
HNF4A	1	HNF4A	
IDS	1	IDS	
KIF1C	1	KIF1C	
KIF1B	1	KIF1B	
KIF1A	1	KIF1A	
NDEL1	1	NDEL1	
TLCD3A	1	FAM57A	
LYNX1	1	LYNX1	
ZNRF3-IT1	1	ZNRF3-IT1	
KIF25	1	KIF25	
AKR1A1	1	AKR1A1	
KIF24	1	KIF24	
KIF23	1	KIF23	
KIF22	1	KIF22	
TLCD3B	1	FAM57B	
KIF27	1	KIF27	
OOEP	1	OOEP	
AJAP1	1	AJAP1	
KIF2A	1	KIF2A	
KIF2C	1	KIF2C	
CFL1P1	1	CFL1P1	
CFL1P5	1	CFL1P5	
PRKN	1	PARK2	
TMPRSS9	1	TMPRSS9	
STX12	1	STX12	
LANCL1-AS1	1	LANCL1-AS1	
TMPRSS7	1	TMPRSS7	
STX17	1	STX17	
TMPRSS5	1	TMPRSS5	
STX16	1	STX16	
TMPRSS6	1	TMPRSS6	
TMPRSS3	1	TMPRSS3	
STX18	1	STX18	
AKR1D1	1	AKR1D1	
TMPRSS4	1	TMPRSS4	
XIAP	1	XIAP	
TMPRSS2	1	TMPRSS2	
PRKX	1	PRKX	
FUOM	1	FUOM	
STX11	1	STX11	
STX10	1	STX10	
RXRB	1	RXRB	
RXRA	1	RXRA	
PRKY	1	PRKY	
DGLUCY	1	C14orf159	
POLR1HASP	1	ZNRD1ASP	
MICE	1	MICE	
MICA	1	MICA	
TSNAX	1	TSNAX	
MRPL3P1	1	MRPL3P1	
ERCC6L2	1	ERCC6L2	
AKR1C1	1	AKR1C1	
RFTN1	1	RFTN1	
MIB2	1	MIB2	
AKR1C2	1	AKR1C2	
AP2B1	1	AP2B1	
DOHH	1	DOHH	
MIAT	1	MIAT	
NLE1	1	NLE1	
MIB1	1	MIB1	
FOXD2-AS1	1	FOXD2-AS1	
COX10-DT	1	COX10-AS1	
MIDN	1	MIDN	
ERCC6L	1	ERCC6L	
PLGLB1	1	PLGLB1	
RN7SL535P	1	RN7SL535P	
PLGLB2	1	PLGLB2	
IHH	1	IHH	
CLGN	1	CLGN	
TEPSIN	1	TEPSIN	
KIF5B	1	KIF5B	
KIF5A	1	KIF5A	
RNU6-759P	1	RNU6-759P	
PRND	1	PRND	
G6PD	1	G6PD	
MICG	1	MICG	
DIMT1	1	DIMT1	
SSU72	1	SSU72	
MID1	1	MID1	
PRLR	1	PRLR	
PLA2G15	1	PLA2G15	
ERN1	1	ERN1	
DOK1	1	DOK1	
ERN2	1	ERN2	
DOK2	1	DOK2	
DOK3	1	DOK3	
DOK4	1	DOK4	
PLA2G10	1	PLA2G10	
CKMT2-AS1	1	CKMT2-AS1	
INO80B-WBP1	1	INO80B-WBP1	
TMED10	1	TMED10	
SNORA36A	1	SNORA36A	
RNU6ATAC35P	1	RNU6ATAC35P	
SEL1L	1	SEL1L	
PSEN2	1	PSEN2	
PSEN1	1	PSEN1	
FUT2	1	FUT2	
FUT1	1	FUT1	
MCHR1	1	MCHR1	
FUT4	1	FUT4	
FUT3	1	FUT3	
FUT6	1	FUT6	
FUT5	1	FUT5	
DBIL5P	1	DBIL5P	
FUT8	1	FUT8	
LRRC37A7P	1	LRRC37A7P	
KIF3B	1	KIF3B	
KIF3A	1	KIF3A	
FUT9	1	FUT9	
DEAF1	1	DEAF1	
NPHP1	1	NPHP1	
ISOC1	1	ISOC1	
NPHP3	1	NPHP3	
CAMTA1	1	CAMTA1	
CAMTA2	1	CAMTA2	
NPHP4	1	NPHP4	
KIF3C	1	KIF3C	
PRSS29P	1	PRSS29P	
ISOC2	1	ISOC2	
PRPH	1	PRPH	
BEAN1-AS1	1	BEAN1-AS1	
ITPRID2	1	SSFA2	
PRNP	1	PRNP	
PHF10	1	PHF10	
TTC3-AS1	1	TTC3-AS1	
PHF12	1	PHF12	
PHF11	1	PHF11	
AGBL5-AS1	1	AGBL5-AS1	
DOLK	1	DOLK	
CLK4	1	CLK4	
CLK3	1	CLK3	
CLK2	1	CLK2	
CLK1	1	CLK1	
AFDN	1	AFDN	
IL6	1	IL6	
IL5	1	IL5	
IL7	1	IL7	
KIF4B	1	KIF4B	
KIF4A	1	KIF4A	
EGFR-AS1	1	EGFR-AS1	
PHF14	1	PHF14	
PHF13	1	PHF13	
ADNP-AS1	1	ADNP-AS1	
PHF19	1	PHF19	
PRR5	1	PRR5	
SNED1	1	SNED1	
PRR4	1	PRR4	
PRR7	1	PRR7	
ILK	1	ILK	
PPP1R9A	1	PPP1R9A	
AFF3	1	AFF3	
AFF4	1	AFF4	
AFF1	1	AFF1	
