NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SLC35B4	1	SLC35B4	
DCAF4L1	1	DCAF4L1	
MISP3	1	MISP3	
SLC35B1	1	SLC35B1	
NUDT4P2	1	NUDT4P2	
C6orf89	1	C6orf89	
CALR4P	1	CALR4P	
RPS6KA4	1	RPS6KA4	
NFU1	1	NFU1	
RPS6KA3	1	RPS6KA3	
RPS6KA5	1	RPS6KA5	
NIPAL1	1	NIPAL1	
RPS6KA2	1	RPS6KA2	
BFSP2-AS1	1	BFSP2-AS1	
NIPAL3	1	NIPAL3	
RPS6KA1	1	RPS6KA1	
ARFIP2	1	ARFIP2	
ARFIP1	1	ARFIP1	
H4C4	1	HIST1H4D	
SLC35A5	1	SLC35A5	
FAM41C	1	FAM41C	
H4C5	1	HIST1H4E	
TANGO6	1	TANGO6	
IL1R1	1	IL1R1	
SLC35C2	1	SLC35C2	
IL1R2	1	IL1R2	
TANGO2	1	TANGO2	
SLC35C1	1	SLC35C1	
TWSG1	1	TWSG1	
IL23A	1	IL23A	
GSAP	1	GSAP	
OBSL1	1	OBSL1	
CFTR	1	CFTR	
SLC22A4	1	SLC22A4	
SLC22A5	1	SLC22A5	
SLC35D1	1	SLC35D1	
SH2D2A	1	SH2D2A	
SLC35D2	1	SLC35D2	
SLC22A1	1	SLC22A1	
OTUD4P1	1	OTUD4P1	
CFAP251	1	WDR66	
GSE1	1	GSE1	
FAM43A	1	FAM43A	
BTBD10P2	1	BTBD10P2	
ARGLU1	1	ARGLU1	
H4C8	1	HIST1H4H	
XCR1	1	XCR1	
H4C9	1	HIST1H4I	
SLC35E1	1	SLC35E1	
SLC35E4	1	SLC35E4	
SLC35E3	1	SLC35E3	
SH2D1B	1	SH2D1B	
MPHOSPH10	1	MPHOSPH10	
TECPR2	1	TECPR2	
TECPR1	1	TECPR1	
SLC35F6	1	SLC35F6	
SLC35F3	1	SLC35F3	
CAB39L	1	CAB39L	
SLC35F2	1	SLC35F2	
SLC35F5	1	SLC35F5	
DPPA3P1	1	DPPA3P1	
MCUB	1	MCUB	
DPPA3P2	1	DPPA3P2	
SLC35F1	1	SLC35F1	
RSF1	1	RSF1	
C6orf47	1	C6orf47	
SIPA1L2	1	SIPA1L2	
MRPS31P4	1	MRPS31P4	
SIPA1L3	1	SIPA1L3	
MRPS31P5	1	MRPS31P5	
MRPS31P2	1	MRPS31P2	
TTC39C-AS1	1	TTC39C-AS1	
SIPA1L1	1	SIPA1L1	
GSG1	1	GSG1	
VWFP1	1	VWFP1	
ZIC4-AS1	1	ZIC4-AS1	
SLC35G2	1	SLC35G2	
SLC35G1	1	SLC35G1	
TYK2	1	TYK2	
GSEC	1	ST3GAL4-AS1	
MT1P1	1	MT1P1	
MTSS2	1	MTSS1L	
NFX1	1	NFX1	
C1QTNF12	1	FAM132A	
ANP32BP1	1	ANP32BP1	
MPRIPP1	1	MPRIPP1	
CALML3-AS1	1	CALML3-AS1	
AMER1	1	AMER1	
MEGF6	1	MEGF6	
RPS3AP5	1	RPS3AP5	
RPS3AP6	1	RPS3AP6	
RSF1-IT1	1	RSF1-IT1	
RSF1-IT2	1	RSF1-IT2	
RGPD6	1	RGPD6	
RGPD5	1	RGPD5	
RPS3AP2	1	RPS3AP2	
RGPD8	1	RGPD8	
RPS3AP3	1	RPS3AP3	
RGPD2	1	RGPD2	
TYMS	1	TYMS	
RGPD1	1	RGPD1	
AGAP2-AS1	1	AGAP2-AS1	
RGPD4	1	RGPD4	
RNU7-104P	1	RNU7-104P	
RGPD3	1	RGPD3	
BEGAIN	1	BEGAIN	
TYMP	1	TYMP	
TCEAL8	1	TCEAL8	
TCEAL7	1	TCEAL7	
CFAP298	1	C21orf59	
TCEAL4	1	TCEAL4	
C6orf62	1	C6orf62	
TCEAL3	1	TCEAL3	
EMC1	1	EMC1	
TCEAL1	1	TCEAL1	
EMC2	1	EMC2	
EMC3	1	EMC3	
SUSD4	1	SUSD4	
EMC4	1	EMC4	
SUSD3	1	SUSD3	
SUSD6	1	SUSD6	
FAM47E	1	FAM47E	
EMC6	1	EMC6	
EMC7	1	EMC7	
EMC8	1	EMC8	
EMC9	1	EMC9	
TCEAL9	1	TCEAL9	
SVIL	1	SVIL	
NFYA	1	NFYA	
NFYB	1	NFYB	
NFYC	1	NFYC	
SUSD2	1	SUSD2	
SUSD1	1	SUSD1	
C6orf58	1	C6orf58	
SVIP	1	SVIP	
SPCS3	1	SPCS3	
SPCS2	1	SPCS2	
SPCS1	1	SPCS1	
GSTA4	1	GSTA4	
MT-RNR2	1	MT-RNR2	
C6orf52	1	C6orf52	
QPCT	1	QPCT	
MT-RNR1	1	MT-RNR1	
MEGF8	1	MEGF8	
SIPA1	1	SIPA1	
MEGF9	1	MEGF9	
SPPL2B	1	SPPL2B	
ROGDI	1	ROGDI	
SPPL2A	1	SPPL2A	
PMCH	1	PMCH	
CLEC18C	1	CLEC18C	
CLEC18B	1	CLEC18B	
CLEC18A	1	CLEC18A	
PAIP2B	1	PAIP2B	
EME1	1	EME1	
C3orf62	1	C3orf62	
CSKMT	1	METTL12	
EME2	1	EME2	
FPGT	1	FPGT	
FPGS	1	FPGS	
GBAP1	1	GBAP1	
TRPC4AP	1	TRPC4AP	
SPECC1L	1	SPECC1L	
TIMELESS	1	TIMELESS	
MYADM	1	MYADM	
NUPR1	1	NUPR1	
PMEL	1	PMEL	
ISYNA1	1	ISYNA1	
GSTCD	1	GSTCD	
CLEC16A	1	CLEC16A	
PMF1	1	PMF1	
CAMSAP1	1	CAMSAP1	
CAMSAP2	1	CAMSAP2	
C3orf80	1	C3orf80	
EMG1	1	EMG1	
NPC1L1	1	NPC1L1	
TASOR	1	FAM208A	
TASP1	1	TASP1	
AMELY	1	AMELY	
RWDD4P1	1	RWDD4P1	
PNPT1	1	PNPT1	
RWDD4P2	1	RWDD4P2	
STX17-DT	1	STX17-AS1	
CLEC17A	1	CLEC17A	
CAMSAP3	1	CAMSAP3	
DIAPH1	1	DIAPH1	
DAP	1	DAP	
DAO	1	DAO	
DIAPH3	1	DIAPH3	
PXMP2	1	PXMP2	
PXMP4	1	PXMP4	
COLGALT2	1	COLGALT2	
CGB8	1	CGB8	
CGB7	1	CGB7	
CGB5	1	CGB5	
CGAS	1	MB21D1	
DBI	1	DBI	
CGB3	1	CGB3	
DBH	1	DBH	
C3orf20	1	C3orf20	
CGB2	1	CGB2	
CGB1	1	CGB1	
KRT18P5	1	KRT18P5	
KRT18P4	1	KRT18P4	
DBP	1	DBP	
RNU6-658P	1	RNU6-658P	
NTMT1	1	NTMT1	
DBT	1	DBT	
NTMT2	1	METTL11B	
COLGALT1	1	COLGALT1	
STPG1	1	STPG1	
C3orf38	1	C3orf38	
STPG3	1	STPG3	
STPG2	1	STPG2	
SVOP	1	SVOP	
STPG4	1	C2orf61	
RN7SL566P	1	RN7SL566P	
C3orf33	1	C3orf33	
OXSR1	1	OXSR1	
DCK	1	DCK	
MIR941-1	1	MIR941-1	
MIR941-2	1	MIR941-2	
ZAP70	1	ZAP70	
DNASE2	1	DNASE2	
DNASE1	1	DNASE1	
MIR1289-1	1	MIR1289-1	
SWINGN	1	LINC00565	
DDC	1	DDC	
CLEC12A	1	CLEC12A	
NDUFV2-AS1	1	NDUFV2-AS1	
CFAP206	1	CFAP206	
DDN	1	DDN	
PDE11A	1	PDE11A	
CFAP210	1	CCDC173	
DDT	1	DDT	
SNORA19	1	SNORA19	
RPS6KC1	1	RPS6KC1	
TYW1	1	TYW1	
PDSS2	1	PDSS2	
PDSS1	1	PDSS1	
SNORA13	1	SNORA13	
SNORA10	1	SNORA10	
ATP13A1	1	ATP13A1	
C3orf52	1	C3orf52	
DEK	1	DEK	
DES	1	DES	
RPS6KB1	1	RPS6KB1	
RN7SL431P	1	RN7SL431P	
RPS6KB2	1	RPS6KB2	
ATP13A4	1	ATP13A4	
ATP13A2	1	ATP13A2	
ATP13A3	1	ATP13A3	
FBXW10B	1	CDRT1	
MT-ND6	1	MT-ND6	
RALGAPA1P1	1	RALGAPA1P1	
RPL31P49	1	RPL31P49	
MDC1	1	MDC1	
SNORA40	1	SNORA40	
MT-ND4	1	MT-ND4	
MT-ND5	1	MT-ND5	
NEXMIF	1	KIAA2022	
KLF7-IT1	1	KLF7-IT1	
MT-ND2	1	MT-ND2	
SNORA3B	1	SNORA3B	
MT-ND3	1	MT-ND3	
MT-ND1	1	MT-ND1	
SNORA3A	1	SNORA3A	
SCAMP5	1	SCAMP5	
IL4I1	1	IL4I1	
LACTB	1	LACTB	
SCAMP4	1	SCAMP4	
CYP2D7	1	CYP2D7	
CYP2D6	1	CYP2D6	
SNORA37	1	SNORA37	
RNU6-678P	1	RNU6-678P	
SNORA33	1	SNORA33	
SNORA31	1	SNORA31	
MIRLET7BHG	1	MIRLET7BHG	
TYW5	1	TYW5	
TYW3	1	TYW3	
NGDN	1	NGDN	
RPL5P9	1	RPL5P9	
SNORA2C	1	SNORA2C	
SNORA2A	1	SNORA2A	
SCAMP1	1	SCAMP1	
SNORA2B	1	SNORA2B	
EML1	1	EML1	
HSPG2	1	HSPG2	
SCAMP3	1	SCAMP3	
EML2	1	EML2	
SCAMP2	1	SCAMP2	
EML3	1	EML3	
EML4	1	EML4	
RPL5P1	1	RPL5P1	
AR	1	AR	
EML5	1	EML5	
EML6	1	EML6	
PAK6-AS1	1	C15orf56	
RPL5P4	1	RPL5P4	
SNORA29	1	SNORA29	
PRKAR1B	1	PRKAR1B	
PRKAR1A	1	PRKAR1A	
RPL5P7	1	RPL5P7	
SNORA28	1	SNORA28	
SNORA23	1	SNORA23	
SNORA24	1	SNORA24	
RBCK1	1	RBCK1	
CYP2E1	1	CYP2E1	
SNORA21	1	SNORA21	
CGGBP1	1	CGGBP1	
PHC1P1	1	PHC1P1	
NGEF	1	NGEF	
GRID2IP	1	GRID2IP	
SNORA61	1	SNORA61	
SNORA60	1	SNORA60	
DHH	1	DHH	
SHOX2	1	SHOX2	
RPL31P63	1	RPL31P63	
AAAS	1	AAAS	
SNORA5B	1	SNORA5B	
C2	1	C2	
SNORA5C	1	SNORA5C	
RBPMS-AS1	1	RBPMS-AS1	
C3	1	C3	
DYNC2LI1	1	DYNC2LI1	
SNORA5A	1	SNORA5A	
C5	1	C5	
HSPH1	1	HSPH1	
RN7SL452P	1	RN7SL452P	
PRKAR2B	1	PRKAR2B	
C9	1	C9	
PRKAR2A	1	PRKAR2A	
BRAFP1	1	BRAFP1	
SNORA58	1	SNORA58	
SNORA56	1	SNORA56	
SNORA57	1	SNORA57	
RSU1	1	RSU1	
SNORA55	1	SNORA55	
SNORA52	1	SNORA52	
SNORA53	1	SNORA53	
EXPH5	1	EXPH5	
RPL31P59	1	RPL31P59	
NGFR	1	NGFR	
HTATSF1P2	1	HTATSF1P2	
SEMA6A-AS1	1	SEMA6A-AS1	
PMM1	1	PMM1	
KLF3P1	1	KLF3P1	
TAS2R15P	1	TAS2R15P	
PMM2	1	PMM2	
RPL31P52	1	RPL31P52	
GRIN2C	1	GRIN2C	
CP	1	CP	
GRIN2D	1	GRIN2D	
CS	1	CS	
CYP2C9	1	CYP2C9	
GRIN3B	1	GRIN3B	
SNORA49	1	SNORA49	
RPL31P61	1	RPL31P61	
SNORA48	1	SNORA48	
PARGP1	1	PARGP1	
SNORA46	1	SNORA46	
SNORA41	1	SNORA41	
SNORA84	1	SNORA84	
LAD1	1	LAD1	
LRSAM1	1	LRSAM1	
SNORA81	1	SNORA81	
DCAF13P3	1	DCAF13P3	
RNF185-AS1	1	RNF185-AS1	
RPLP1	1	RPLP1	
RPLP0	1	RPLP0	
QPRT	1	QPRT	
DCAF13P1	1	DCAF13P1	
ECSIT	1	ECSIT	
AACS	1	AACS	
SNORA7B	1	SNORA7B	
NIPBL	1	NIPBL	
SNORA7A	1	SNORA7A	
RPLP2	1	RPLP2	
SNORA78	1	SNORA78	
NIHCOLE	1	RP11-138J23.1	
APPL2	1	APPL2	
APPL1	1	APPL1	
SNORA70	1	SNORA70	
CCDC162P	1	CCDC162P	
ACTL6A	1	ACTL6A	
SIRT4	1	SIRT4	
NIPA1	1	NIPA1	
SIRT5	1	SIRT5	
EMP1	1	EMP1	
SIRT6	1	SIRT6	
EMP2	1	EMP2	
SIRT7	1	SIRT7	
NIPA2	1	NIPA2	
EMP3	1	EMP3	
F2	1	F2	
SIRT1	1	SIRT1	
F3	1	F3	
BIVM-ERCC5	1	BIVM-ERCC5	
TARDBPP2	1	TARDBPP2	
SIRT2	1	SIRT2	
ELAPOR2	1	KIAA1324L	
FAHD2A	1	FAHD2A	
SIRT3	1	SIRT3	
F5	1	F5	
FAHD2B	1	FAHD2B	
RNU4ATAC18P	1	RNU4ATAC18P	
ELAPOR1	1	KIAA1324	
F8	1	F8	
BDH2	1	BDH2	
CDC42EP5	1	CDC42EP5	
CDC42EP4	1	CDC42EP4	
CDC42EP3	1	CDC42EP3	
CDC42EP2	1	CDC42EP2	
SNORA69	1	SNORA69	
CDC42EP1	1	CDC42EP1	
PICK1	1	PICK1	
SNORA68	1	SNORA68	
SNORA65	1	SNORA65	
DLD	1	DLD	
SNORA66	1	SNORA66	
MDFI	1	MDFI	
SNORA63	1	SNORA63	
DPY19L1P1	1	DPY19L1P1	
FH	1	FH	
ARL14EPL	1	ARL14EPL	
DPY19L1P2	1	DPY19L1P2	
CCNDBP1	1	CCNDBP1	
HLA-DMA	1	HLA-DMA	
MYCT1	1	MYCT1	
HLA-DMB	1	HLA-DMB	
GGT2P	1	GGT2	
PMS2	1	PMS2	
DMD	1	DMD	
CYP2F1	1	CYP2F1	
ZNF407-AS1	1	LINC00909	
PMS1	1	PMS1	
MDH1	1	MDH1	
GK	1	GK	
MDH2	1	MDH2	
AADAT	1	AADAT	
HNRNPUL2-BSCL2	1	HNRNPUL2-BSCL2	
TTLL5	1	TTLL5	
TTLL4	1	TTLL4	
TTLL3	1	TTLL3	
TTLL1	1	TTLL1	
RIMBP2	1	RIMBP2	
RIMBP3	1	RIMBP3	
GGT3P	1	GGT3P	
TTLL9	1	TTLL9	
HDDC2	1	HDDC2	
FAM13B	1	FAM13B	
UBE2D4	1	UBE2D4	
UBE2D2	1	UBE2D2	
UBE2D3	1	UBE2D3	
FAM13A	1	FAM13A	
HP	1	HP	
UBE2D1	1	UBE2D1	
PTPRVP	1	PTPRVP	
HR	1	HR	
HDDC3	1	HDDC3	
PMPCB	1	PMPCB	
PMPCA	1	PMPCA	
IK	1	IK	
LAG3	1	LAG3	
VPS33A	1	VPS33A	
UBE2E3	1	UBE2E3	
VPS33B	1	VPS33B	
UBE2E1	1	UBE2E1	
UBE2E2	1	UBE2E2	
EMSY	1	EMSY	
PIGBOS1	1	PIGBOS1	
NSMAF	1	NSMAF	
FBLIM1	1	FBLIM1	
TNFRSF11A	1	TNFRSF11A	
SOCS2	1	SOCS2	
SOCS3	1	SOCS3	
SOCS1	1	SOCS1	
PMVK	1	PMVK	
SOCS6	1	SOCS6	
SOCS7	1	SOCS7	
MDN1	1	MDN1	
SOCS4	1	SOCS4	
SOCS5	1	SOCS5	
NOP53-AS1	1	GLTSCR2-AS1	
DR1	1	DR1	
BRPF1	1	BRPF1	
BRPF3	1	BRPF3	
GFPT2	1	GFPT2	
GFPT1	1	GFPT1	
TNFRSF10C	1	TNFRSF10C	
TNFRSF10B	1	TNFRSF10B	
BCDIN3D	1	BCDIN3D	
KY	1	KY	
TNFRSF10D	1	TNFRSF10D	
ZC3HC1	1	ZC3HC1	
SNORA80E	1	SNORA80E	
TFCP2	1	TFCP2	
MDM2	1	MDM2	
AAK1	1	AAK1	
ANXA2P1	1	ANXA2P1	
NPHP3-ACAD11	1	NPHP3-ACAD11	
MDM4	1	MDM4	
ANXA2P2	1	ANXA2P2	
SNORA80A	1	SNORA80A	
MYD88	1	MYD88	
MDM1	1	MDM1	
SNORA80B	1	SNORA80B	
ST6GALNAC1	1	ST6GALNAC1	
ST6GALNAC2	1	ST6GALNAC2	
SH2D4A	1	SH2D4A	
ATRAID	1	ATRAID	
MRPL4	1	MRPL4	
MRPL3	1	MRPL3	
NGRN	1	NGRN	
MAGOH2P	1	MAGOH2P	
MRPL2	1	MRPL2	
MRPL1	1	MRPL1	
MB	1	MB	
DSE	1	DSE	
DGCR8	1	DGCR8	
MRPL9	1	MRPL9	
DGCR6	1	DGCR6	
MDP1	1	MDP1	
DGCR5	2	DGCR9:DGCR5	
SPG11	1	SPG11	
EID2B	1	EID2B	
DGCR2	1	DGCR2	
DSP	1	DSP	
PTCRA	1	PTCRA	
PSMD12P1	1	PSMD12P	
EMX1	1	EMX1	
DST	1	DST	
SH2D3A	1	SH2D3A	
SH2D3C	1	SH2D3C	
VPS37C	1	VPS37C	
VPS37D	1	VPS37D	
CALM2P3	1	CALM2P3	
VPS37A	1	VPS37A	
CALM2P2	1	CALM2P2	
RAD23A	1	RAD23A	
VPS37B	1	VPS37B	
RAD23B	1	RAD23B	
DTL	1	DTL	
ST6GALNAC4	1	ST6GALNAC4	
OSTM1-AS1	1	OSTM1-AS1	
ST6GALNAC6	1	ST6GALNAC6	
RNFT2	1	RNFT2	
SLC47A2	1	SLC47A2	
SLC47A1	1	SLC47A1	
HSD17B14	1	HSD17B14	
HSD17B13	1	HSD17B13	
HSD17B12	1	HSD17B12	
HSD17B11	1	HSD17B11	
HSD17B10	1	HSD17B10	
RNFT1	1	RNFT1	
CECR2	1	CECR2	
CECR7	1	CECR7	
AAMP	1	AAMP	
C1orf226	1	C1orf226	
LINGO2	1	LINGO2	
DUT	1	DUT	
BAIAP2	1	BAIAP2	
BAIAP3	1	BAIAP3	
PC	1	PC	
VIPAS39	1	VIPAS39	
PABPC1L	1	PABPC1L	
MDGA2	1	MDGA2	
MDGA1	1	MDGA1	
SPG21	1	SPG21	
VPS35L	1	C16orf62	
DHFR2	1	DHFR2	
C1orf210	1	C1orf210	
RETREG3	1	FAM134C	
RTCA	1	RTCA	
RTCB	1	RTCB	
TXNDC11	1	TXNDC11	
TXNDC12	1	TXNDC12	
UBE2L6	1	UBE2L6	
UBE2L4	1	UBE2L4	
TXNDC15	1	TXNDC15	
UBE2L5	1	UBE2L5P	
TXNDC16	1	TXNDC16	
TXNDC17	1	TXNDC17	
UBE2L3	1	UBE2L3	
SLC16A6P1	1	SLC16A6P1	
SLC34A3	1	SLC34A3	
SLC34A2	1	SLC34A2	
ENTPD1	1	ENTPD1	
ENTPD2	1	ENTPD2	
C1orf220	1	C1orf220	
ENTPD4	1	ENTPD4	
SLC34A1	1	SLC34A1	
ENTPD5	1	ENTPD5	
ENTPD6	1	ENTPD6	
ENTPD7	1	ENTPD7	
ENTPD8	1	ENTPD8	
TIMD4	1	TIMD4	
ASRGL1	1	ASRGL1	
MDS2	1	MDS2	
DXO	1	DXO	
C1orf216	1	C1orf216	
TMEM72-AS1	1	TMEM72-AS1	
EPHA10	1	EPHA10	
RTF2	1	RTFDC1	
KIF9-AS1	1	KIF9-AS1	
MST1R	1	MST1R	
RTF1	1	RTF1	
UBE2J2	1	UBE2J2	
MST1L	1	MST1L	
SLC2A1-DT	1	SLC2A1-AS1	
OSGEP	1	OSGEP	
SPATA5L1	1	SPATA5L1	
SWI5	1	SWI5	
DYM	1	DYM	
AAR2	1	AAR2	
WAPL	1	WAPL	
TF	1	TF	
TG	1	TG	
TH	1	TH	
LINGO1-AS1	1	LINGO1-AS1	
HDHD5-AS1	1	CECR5-AS1	
U1	1	U1	
RETREG2	1	FAM134A	
RETREG1	1	FAM134B	
PCSK9	1	PCSK9	
AATK	1	AATK	
SLC7A11	1	SLC7A11	
PCSK7	1	PCSK7	
WASL	1	WASL	
TNFRSF13C	1	TNFRSF13C	
SLC7A10	1	SLC7A10	
PCSK6	1	PCSK6	
IER3IP1	1	IER3IP1	
AATF	1	AATF	
PCSK5	1	PCSK5	
PCSK4	1	PCSK4	
CLYBL	1	CLYBL	
MYDGF	1	MYDGF	
IMMP2L	1	IMMP2L	
HYAL1	1	HYAL1	
HYAL2	1	HYAL2	
HYAL3	1	HYAL3	
ENC1	1	ENC1	
HYAL4	1	HYAL4	
FAM170A	1	FAM170A	
COL5A1-AS1	1	COL5A1-AS1	
L3HYPDH	1	L3HYPDH	
AASS	1	AASS	
THUMPD3-AS1	1	THUMPD3-AS1	
TNFRSF12A	1	TNFRSF12A	
MRPS2	1	MRPS2	
MRPS7	1	MRPS7	
MRPS6	1	MRPS6	
MRPS5	1	MRPS5	
LAT2	1	LAT2	
ENAH	1	ENAH	
IMMP1L	1	IMMP1L	
MRPS9	1	MRPS9	
G2E3	1	G2E3	
PNCK	1	PNCK	
IGHMBP2	1	IGHMBP2	
GREB1L	1	GREB1L	
NEDD9	1	NEDD9	
FAAP24	1	FAAP24	
NEDD8	1	NEDD8	
CRIP2	1	CRIP2	
CRIP3	1	CRIP3	
FAAP20	1	FAAP20	
CRIP1	1	CRIP1	
PSMD7P1	1	PSMD7P1	
ARVCF	1	ARVCF	
ALS2CL	1	ALS2CL	
FAM172A	1	FAM172A	
PLEKHG4B	1	PLEKHG4B	
NDUFA6-DT	1	NDUFA6-AS1	
SCAND1	1	SCAND1	
NPDC1	1	NPDC1	
YIPF1	1	YIPF1	
YIPF2	1	YIPF2	
GNL3LP1	1	GNL3LP1	
YIPF3	1	YIPF3	
YIPF4	1	YIPF4	
YIPF5	1	YIPF5	
HUWE1	1	HUWE1	
CRIPT	1	CRIPT	
KLK14	1	KLK14	
UBE2G1	1	UBE2G1	
UBE2G2	1	UBE2G2	
KLK11	1	KLK11	
XG	1	XG	
KLK12	1	KLK12	
NEDD1	1	NEDD1	
XK	1	XK	
GRIK1-AS1	1	GRIK1-AS1	
THEMIS2	1	THEMIS2	
GLB1L	1	GLB1L	
NEDD4	1	NEDD4	
LBX2-AS1	1	LBX2-AS1	
YIPF6	1	YIPF6	
YIPF7	1	YIPF7	
FAM171B	1	FAM171B	
RTKN	1	RTKN	
BCCIP	1	BCCIP	
RTL9	1	RGAG1	
OGDHL	1	OGDHL	
RTL6	1	LDOC1L	
RTL5	1	RGAG4	
FAM174C	1	C19orf24	
C11orf1	1	C11orf1	
FAM174B	1	FAM174B	
FAM174A	1	FAM174A	
SH3GL1	1	SH3GL1	
SLC12A2-DT	1	LINC01184	
RN7SL316P	1	RN7SL316P	
RN7SL449P	1	RN7SL449P	
PLCG1-AS1	1	PLCG1-AS1	
RNU6-407P	1	RNU6-407P	
DKC1	1	DKC1	
UBE2V2	1	UBE2V2	
UBE2V1	1	UBE2V1	
PHAF1	1	C16orf70	
RTN2	1	RTN2	
RTN3	1	RTN3	
RTN1	1	RTN1	
ZNF337-AS1	1	ZNF337-AS1	
RPL18P10	1	RPL18P10	
RNU1-108P	1	RNU1-108P	
RTN4	1	RTN4	
HCAR2	1	HCAR2	
ENHO	1	ENHO	
HCAR3	1	HCAR3	
EBP	1	EBP	
HCAR1	1	HCAR1	
CASP1P1	1	CASP1P1	
CHAD	1	CHAD	
TRIM80P	1	TRIM80P	
CASP1P2	1	CASP1P2	
PBX2P1	1	PBX2P1	
CARNMT1-AS1	1	C9orf41-AS1	
ATP5PDP2	1	ATP5HP2	
ECD	1	ECD	
CRIM1	1	CRIM1	
LAYN	1	LAYN	
SSPOP	1	SSPO	
FERP1	1	FERP1	
STT3A	1	STT3A	
STT3B	1	STT3B	
ATP5PDP4	1	ATP5HP4	
EDA	1	EDA	
CHD9	1	CHD9	
CHD8	1	CHD8	
CHD7	1	CHD7	
CHD6	1	CHD6	
CHD5	1	CHD5	
CHD4	1	CHD4	
CHD3	1	CHD3	
MEA1	1	MEA1	
CHD2	1	CHD2	
CHD1	1	CHD1	
FAM178B	1	FAM178B	
PIDD1	1	PIDD1	
UBE2Q1	1	UBE2Q1	
UBE2Q2	1	UBE2Q2	
EED	1	EED	
RFPL3	1	RFPL3	
DARS2	1	DARS2	
CIP2A	1	KIAA1524	
DARS1	1	DARS	
UBE2R2	1	UBE2R2	
CHDH	1	CHDH	
CXorf49B	1	CXorf49B	
FAM153CP	1	FAM153C	
PNKP	1	PNKP	
TGFBRAP1	1	TGFBRAP1	
ACVR1B	1	ACVR1B	
EFS	1	EFS	
ACVR1C	1	ACVR1C	
RN7SL444P	1	RN7SL444P	
MDH1B	1	MDH1B	
CHGA	1	CHGA	
EGF	1	EGF	
SWT1	1	SWT1	
LRWD1	1	LRWD1	
ACVR2B	1	ACVR2B	
ACVR2A	1	ACVR2A	
CHFR	1	CHFR	
MIR193BHG	1	MIR193BHG	
PNKD	1	PNKD	
INAFM2	1	INAFM2	
COX20P1	1	COX20P1	
INAFM1	1	INAFM1	
ACIN1	1	ACIN1	
PNMT	1	PNMT	
RPL30	1	RPL30	
RPL32	1	RPL32	
TMEM200B	1	TMEM200B	
DPY19L2P3	1	DPY19L2P3	
RPL31	1	RPL31	
TMEM200A	1	TMEM200A	
ZNF561-AS1	1	ZNF561-AS1	
RPL34	1	RPL34	
MIR6080	1	MIR6080	
ABAT	1	ABAT	
MICOS13	1	C19orf70	
ENO1	1	ENO1	
MICOS10	1	MINOS1	
ABCA12	1	ABCA12	
ENO2	1	ENO2	
ENO3	1	ENO3	
ENO4	1	ENO4	
RNF112	1	RNF112	
RNF115	1	RNF115	
RNF114	1	RNF114	
RN7SL333P	1	RN7SL333P	
RPL36	1	RPL36	
ADNP2	1	ADNP2	
RPL35	1	RPL35	
RPL38	1	RPL38	
SNORA73A	1	SNORA73A	
RTTN	1	RTTN	
RPL37	1	RPL37	
SNORA73B	1	SNORA73B	
ANKS1A	1	ANKS1A	
RPL39	1	RPL39	
RNF111	1	RNF111	
ADGRE4P	1	ADGRE4P	
ANKS1B	1	ANKS1B	
MIR6089	1	MIR6089	
GPR179	1	GPR179	
MIR6075	1	MIR6075	
MED1	1	MED1	
MECR	1	MECR	
DEPDC1-AS1	1	DEPDC1-AS1	
RPL21	1	RPL21	
KLF2P1	1	KLF2P1	
RPL23	1	RPL23	
RPL22	1	RPL22	
MED8	1	MED8	
MED9	1	MED9	
AARSD1	1	AARSD1	
MED4	1	MED4	
MED6	1	MED6	
DKK3	1	DKK3	
MED7	1	MED7	
CPED1	1	CPED1	
GPR162	1	GPR162	
RNF123	1	RNF123	
RNF126	1	RNF126	
RNF125	1	RNF125	
RNF128	1	RNF128	
GPR161	1	GPR161	
GPR160	1	GPR160	
RPL24	1	RPL24	
SNORA74A	1	SNORA74A	
RPL27	1	RPL27	
SNORA74B	1	SNORA74B	
KLF2P4	1	KLF2P4	
RPL26	1	RPL26	
RPL29	1	RPL29	
ANKK1	1	ANKK1	
RPL28	1	RPL28	
ALG10B	1	ALG10B	
GPLD1	1	GPLD1	
RNF122	1	RNF122	
RNF121	1	RNF121	
FTCDNL1	1	FTCDNL1	
OSER1	1	OSER1	
TAGLN2P1	1	TAGLN2P1	
VPS26C	1	DSCR3	
VPS26A	1	VPS26A	
VPS26B	1	VPS26B	
MEFV	1	MEFV	
RNU1-124P	1	RNU1-124P	
PNPO	1	PNPO	
KATNBL1P6	1	KATNBL1P6	
RPL41	1	RPL41	
CHKB	1	CHKB	
CHKA	1	CHKA	
PNO1	1	PNO1	
SLC16A12	1	SLC16A12	
PRRC2C	1	PRRC2C	
SLC16A10	1	SLC16A10	
RPL3L	1	RPL3L	
GPR137B	1	GPR137B	
SLC16A13	1	SLC16A13	
PRRC2A	1	PRRC2A	
GPR137C	1	GPR137C	
RNF103	1	RNF103	
GPR180	1	GPR180	
CYP1A2	1	CYP1A2	
CYP1A1	1	CYP1A1	
CPEB3	1	CPEB3	
CPEB2	1	CPEB2	
CPEB4	1	CPEB4	
FRMPD2B	1	FRMPD2B	
SPEF2	1	SPEF2	
SPEF1	1	SPEF1	
ELL	1	ELL	
MEI1	1	MEI1	
