"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"NUDCD3"	4617.67282257754	-0.0198524061640775	0.054598223144966	-0.363609015468628	0.716149993606582	0.874927644936747	FALSE	FALSE	FALSE
"CHDH"	1317.5078322721	0.0214994218696425	0.0694225586837502	0.309689275032078	0.756797259376656	0.894276471281953	FALSE	FALSE	FALSE
"GLT8D1"	4066.97453553667	0.136661595341256	0.0653392063777924	2.09157109364134	0.0364769005886647	0.179948271991599	FALSE	FALSE	FALSE
"ATP2C1"	11119.5794281809	0.00804320240346685	0.0492808436016725	0.163211540542579	0.870351880006573	0.948460287875968	FALSE	FALSE	FALSE
"RALBP1"	23871.0050717453	-0.11498627303658	0.0543099246362431	-2.11722394768056	0.034240845882321	0.17199313035724	FALSE	FALSE	FALSE
"RUFY3"	2530.20562102972	0.00928551137043643	0.0625761510263891	0.148387384301099	0.882037055722478	0.952216248502998	FALSE	FALSE	FALSE
"SLC11A1"	234.996846538692	-0.36013241068704	0.151421112461779	-2.37835005193179	0.0173903082284364	0.113247475133945	FALSE	FALSE	FALSE
"WWTR1"	8814.09046784976	-0.0412098465247157	0.0525760542567705	-0.783813983519102	0.433149267484246	0.698339533466669	FALSE	FALSE	FALSE
"AGPS"	5836.55001903048	0.00376331404174293	0.0490362305177369	0.0767455818281484	0.938825942389209	0.975486990796752	FALSE	FALSE	FALSE
"CXorf56"	2970.33352580307	-0.0418187880917266	0.0590376795429392	-0.708340646439381	0.478733741373876	0.731522041843848	FALSE	FALSE	FALSE
"TTC27"	493.881806462317	-0.157516721813931	0.101044572329976	-1.55888355189962	0.11902394399692	0.35839756092813	FALSE	FALSE	FALSE
"PHLDB1"	2416.6265153505	-0.0970051030476702	0.0602775869809762	-1.6093063426425	0.107549372887266	0.337530734459525	FALSE	FALSE	FALSE
"PRDM11"	144.977390825584	0.101364056854404	0.168757247424511	0.600650095929935	0.548073064100855	0.77667103359402	FALSE	FALSE	FALSE
"ZRANB1"	2381.77612972176	0.0373949184213173	0.052581190921318	0.711184318310226	0.476970024894283	0.730064978654288	FALSE	FALSE	FALSE
"NCDN"	1507.75024361672	0.111074594568465	0.0714653730692004	1.55424354198656	0.120126334921277	0.36059242041548	FALSE	FALSE	FALSE
"ADGRA2"	331.753006581659	-0.305576448089043	0.146242385969691	-2.08952039494468	0.036660904005121	0.180329490333777	FALSE	FALSE	FALSE
"ZFP64"	5531.04999004061	-0.0105819764582905	0.0638302199811289	-0.165783173885646	0.868327588171991	0.947540486745846	FALSE	FALSE	FALSE
"MNAT1"	2247.61661760967	0.149220464801204	0.0790420647574346	1.88786142238483	0.0590445567066151	0.237743602324491	FALSE	FALSE	FALSE
"SAMD4A"	4319.51079231071	-0.134186389554452	0.0629459164456757	-2.13177275241133	0.0330255326408412	0.168391597399566	FALSE	FALSE	FALSE
"MRE11A"	3197.87517756139	0.0143190250750872	0.0711667021871556	0.20120399899142	0.840539064694015	0.935948937863669	FALSE	FALSE	FALSE
"SERPINB1"	8079.17213506256	-0.0107929305419822	0.0577596704670302	-0.186859281826113	0.851770965212563	0.939586553020665	FALSE	FALSE	FALSE
"SLC7A9"	2480.96081193951	-0.193339502926769	0.0675072745941195	-2.86398027603992	0.00418354060942708	0.0447000520861581	TRUE	FALSE	FALSE
"SPAST"	1861.23560921481	0.137187923024834	0.0624767558753274	2.19582340828633	0.0281045855148861	0.153243115128969	FALSE	FALSE	FALSE
"AQR"	5081.49225654752	0.0839554320183764	0.0550863295302205	1.52407017738073	0.127491181550755	0.373089045469053	FALSE	FALSE	FALSE
"CPS1"	8317.3983690776	-0.00433204396021932	0.0486115723721592	-0.0891154872970199	0.928990129282394	0.97048918598888	FALSE	FALSE	FALSE
"RTFDC1"	6603.28772928687	-0.0220460445725502	0.0583079449675421	-0.37809675139164	0.705358721521674	0.868732012647696	FALSE	FALSE	FALSE
"NLRP2"	3114.12740228706	0.0133840016128821	0.0785985256903642	0.170283112759746	0.864787491369973	0.945891934038512	FALSE	FALSE	FALSE
"SLC45A4"	2948.87484708371	-0.0679034921442023	0.0562248330486051	-1.20771353977167	0.227157468129422	0.507854365978398	FALSE	FALSE	FALSE
"RNF10"	12612.2766319332	-0.00939508811680648	0.0448018977990054	-0.209702904974152	0.833899558106686	0.93262682034524	FALSE	FALSE	FALSE
"ZNF839"	1797.71002300629	-0.110537940913716	0.0660290405866173	-1.67408067619447	0.0941147449588692	0.312567323736863	FALSE	FALSE	FALSE
"ZDHHC6"	2621.00862571936	0.0217358775091133	0.0707093309587712	0.307397584086702	0.758540766851822	0.895189394519435	FALSE	FALSE	FALSE
"GRAMD1B"	2137.303477005	-0.357057103300686	0.0703922304233452	-5.07239365983024	3.92842668953333e-07	3.1438686934636e-05	TRUE	FALSE	FALSE
"RNH1"	2376.65427705651	0.642615016686309	0.41811411169326	1.53693692395092	0.124308756355783	0.367756425277707	FALSE	FALSE	FALSE
"NDUFS1"	6878.91665976463	0.061199792900893	0.0630150991246728	0.971192519745335	0.331452418136616	0.614886330862208	FALSE	FALSE	FALSE
"RB1CC1"	2596.79822390711	0.150412922383674	0.0761913982052677	1.97414571627162	0.0483651763515778	0.212441803592479	FALSE	FALSE	FALSE
"ERP44"	5026.48773684553	0.0451621066026905	0.0661049502345952	0.683187967654735	0.494488074794176	0.743574959060282	FALSE	FALSE	FALSE
"ALAS1"	4890.09147803758	-0.00117734425055735	0.0546154676923318	-0.0215569746136707	0.982801354832559	0.991826632318329	FALSE	FALSE	FALSE
"AKAP11"	2223.94223680476	0.120629023155241	0.0698976936062049	1.72579404171546	0.0843844721401756	0.293521592876673	FALSE	FALSE	FALSE
"GLRX2"	527.966099206833	0.239878074147663	0.106897502818269	2.24400072801951	0.0248323545022528	0.141688026934129	FALSE	FALSE	FALSE
"SNAPC1"	1505.02793167534	-0.0236888285594797	0.0849286248193514	-0.27892631736199	0.780301371395318	0.904729253486919	FALSE	FALSE	FALSE
